Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
7074050,NEWTON COUNTY,MANSFIELD ELE,85,839.21,4.7,61.2,34.1,95.3,85,834.38,3.5,68.2,28.2,96.5,85,836.31,10.6,57.6,31.8,89.4,85,851.95,3.5,40.0,56.5,96.5,85,826.04,10.6,68.2,21.2,89.4
7074550,NEWTON COUNTY,HEARD MIXON E,67,830.13,7.5,65.7,26.9,92.5,67,828.07,10.4,68.7,20.9,89.6,67,828.60,17.9,56.7,25.4,82.1,67,824.84,20.9,49.3,29.9,79.1,67,812.61,26.9,67.2,6.0,73.1
7075050,NEWTON COUNTY,PORTERDALE EL,82,820.83,18.3,69.5,12.2,81.7,82,816.98,20.7,69.5,9.8,79.3,82,809.77,35.4,54.9,9.8,64.6,81,812.38,34.6,53.1,12.3,65.4,81,805.10,38.3,58.0,3.7,61.7
7080103,OCONEE COUNTY,ROCKY BRANCH,100,847.48,5.0,38.0,57.0,95.0,100,845.64,6.0,43.0,51.0,94.0,100,854.02,6.0,31.0,63.0,94.0,100,862.83,7.0,22.0,71.0,93.0,100,840.17,11.0,47.0,42.0,89.0
7080110,OCONEE COUNTY,HIGH SHOALS E,80,844.61,2.5,53.8,43.8,97.5,80,843.69,8.8,41.3,50.0,91.3,80,840.76,12.5,47.5,40.0,87.5,80,863.35,11.3,12.5,76.3,88.8,80,839.44,13.8,53.8,32.5,86.3
7080197,OCONEE COUNTY,MALCOM ELEMEN,86,845.00,4.7,47.7,47.7,95.3,86,844.77,3.5,46.5,50.0,96.5,86,854.24,3.5,43.0,53.5,96.5,86,861.53,5.8,30.2,64.0,94.2,86,839.55,11.6,48.8,39.5,88.4
7081050,OCONEE COUNTY,OCONEE CO ELE,128,854.84,3.1,29.7,67.2,96.9,128,856.82,4.7,21.1,74.2,95.3,128,870.54,3.9,19.5,76.6,96.1,128,871.14,5.5,11.7,82.8,94.5,128,849.39,7.0,39.8,53.1,93.0
7083050,OCONEE COUNTY,COLHAM FERRY,93,845.98,6.5,49.5,44.1,93.5,93,843.25,7.5,45.2,47.3,92.5,93,852.32,7.5,36.6,55.9,92.5,92,853.88,7.6,30.4,62.0,92.4,92,828.95,12.0,62.0,26.1,88.0
7090198,OGLETHORPE COUNTY,OGLETHORPE EL,178,835.12,10.7,55.1,34.3,89.3,177,832.64,11.3,55.9,32.8,88.7,177,841.58,15.3,38.4,46.3,84.7,177,843.50,14.7,29.9,55.4,85.3,177,823.72,22.0,59.3,18.6,78.0
7100103,PAULDING COUNTY,BESSIE L BAG,120,835.24,9.2,55.8,35.0,90.8,120,837.05,7.5,50.8,41.7,92.5,120,833.84,22.5,35.8,41.7,77.5,120,832.10,18.3,42.5,39.2,81.7,120,817.44,21.7,67.5,10.8,78.3
7100104,PAULDING COUNTY,LILLIAN C POO,73,834.26,9.6,54.8,35.6,90.4,73,829.99,15.1,53.4,31.5,84.9,73,840.82,17.8,39.7,42.5,82.2,73,825.05,24.7,45.2,30.1,75.3,73,815.62,26.0,61.6,12.3,74.0
7100110,PAULDING COUNTY,BURNT HICKORY,159,840.74,8.8,47.2,44.0,91.2,159,839.29,10.1,49.1,40.9,89.9,159,843.54,12.6,42.1,45.3,87.4,159,841.72,13.2,40.9,45.9,86.8,159,835.50,11.3,51.6,37.1,88.7
7100188,PAULDING COUNTY,MCGARITY ELEM,98,843.78,2.0,55.1,42.9,98.0,98,835.79,6.1,60.2,33.7,93.9,98,844.54,5.1,49.0,45.9,94.9,98,836.73,11.2,51.0,37.8,88.8,98,821.08,18.4,67.3,14.3,81.6
7100194,PAULDING COUNTY,FLOYD L SHEL,161,844.39,2.5,52.8,44.7,97.5,161,839.66,4.3,55.3,40.4,95.7,162,844.94,7.4,49.4,43.2,92.6,162,841.83,10.5,49.4,40.1,89.5,161,826.04,7.5,76.4,16.1,92.5
7100197,PAULDING COUNTY,SAM D PANTER,107,827.57,16.8,59.8,23.4,83.2,107,817.82,29.0,50.5,20.6,71.0,107,815.50,36.4,38.3,25.2,63.6,107,808.54,43.0,43.9,13.1,57.0,107,804.85,47.7,49.5,2.8,52.3
7100198,PAULDING COUNTY,NEBO ELEMENTA,156,829.78,13.5,59.6,26.9,86.5,156,826.85,14.1,62.2,23.7,85.9,156,825.05,21.2,50.0,28.8,78.8,156,824.04,21.2,60.3,18.6,78.8,156,818.35,23.1,66.0,10.9,76.9
7100199,PAULDING COUNTY,C A ROBERTS,121,832.83,10.7,53.7,35.5,89.3,121,831.11,14.0,57.9,28.1,86.0,122,834.54,18.0,46.7,35.2,82.0,122,836.42,13.9,48.4,37.7,86.1,121,827.01,14.0,63.6,22.3,86.0
7100204,PAULDING COUNTY,ROLAND W RUS,180,837.82,7.8,57.8,34.4,92.2,180,833.08,9.4,54.4,36.1,90.6,180,842.41,15.6,36.7,47.8,84.4,180,835.41,19.4,40.0,40.6,80.6,180,822.23,22.8,57.8,19.4,77.2
7100210,PAULDING COUNTY,SARA M RAGSD,105,823.95,17.1,59.0,23.8,82.9,105,825.82,19.0,61.0,20.0,81.0,105,819.47,31.4,46.7,21.9,68.6,105,811.95,30.5,54.3,15.2,69.5,105,805.83,41.0,57.1,1.9,59.0
7100294,PAULDING COUNTY,NORTHSIDE ELE,83,830.30,10.8,63.9,25.3,89.2,83,826.67,19.3,57.8,22.9,80.7,83,829.35,22.9,48.2,28.9,77.1,83,830.51,18.1,50.6,31.3,81.9,83,821.23,28.9,50.6,20.5,71.1
7100299,PAULDING COUNTY,ALLGOOD ELEM,171,825.25,15.8,66.1,18.1,84.2,171,820.85,22.2,59.6,18.1,77.8,171,819.47,28.7,48.0,23.4,71.3,171,826.58,24.0,44.4,31.6,76.0,171,814.54,29.2,61.4,9.4,70.8
7100304,PAULDING COUNTY,CONNIE DUGAN,132,831.05,12.9,56.1,31.1,87.1,132,832.18,19.7,47.0,33.3,80.3,131,833.08,20.6,46.6,32.8,79.4,132,835.36,18.2,39.4,42.4,81.8,132,819.84,27.3,59.1,13.6,72.7
7100310,PAULDING COUNTY,HAL HUTCHENS,103,831.62,9.7,60.2,30.1,90.3,103,825.24,12.6,66.0,21.4,87.4,103,820.24,26.2,58.3,15.5,73.8,103,821.23,23.3,54.4,22.3,76.7,103,815.26,24.3,69.9,5.8,75.7
7100392,PAULDING COUNTY,RITCH ELEMENT,67,836.84,4.5,61.2,34.3,95.5,67,831.88,14.9,50.7,34.3,85.1,67,843.27,13.4,44.8,41.8,86.6,67,831.15,14.9,56.7,28.4,85.1,67,821.85,19.4,64.2,16.4,80.6
7101050,PAULDING COUNTY,DALLAS ELEMEN,66,824.24,19.7,56.1,24.2,80.3,66,812.45,24.2,65.2,10.6,75.8,66,799.71,45.5,48.5,6.1,54.5,66,804.65,39.4,42.4,18.2,60.6,66,799.86,50.0,47.0,3.0,50.0
7102052,PAULDING COUNTY,NEW GEORGIA E,92,826.74,19.6,56.5,23.9,80.4,92,817.84,28.3,52.2,19.6,71.7,92,817.80,33.7,39.1,27.2,66.3,92,816.26,34.8,39.1,26.1,65.2,92,807.70,40.2,50.0,9.8,59.8
7103052,PAULDING COUNTY,ABNEY ELEMENT,84,836.87,2.4,66.7,31.0,97.6,84,829.21,10.7,63.1,26.2,89.3,84,832.61,21.4,45.2,33.3,78.6,84,825.23,19.0,56.0,25.0,81.0,84,821.14,16.7,66.7,16.7,83.3
7104052,PAULDING COUNTY,UNION ELEMENT,70,835.91,10.0,57.1,32.9,90.0,70,841.41,11.4,41.4,47.1,88.6,70,838.04,21.4,31.4,47.1,78.6,70,833.00,18.6,41.4,40.0,81.4,70,821.81,28.6,52.9,18.6,71.4
7105050,PAULDING COUNTY,HIRAM ELEMENT,114,836.85,6.1,59.6,34.2,93.9,114,834.72,6.1,60.5,33.3,93.9,114,837.98,14.9,48.2,36.8,85.1,114,834.21,19.3,42.1,38.6,80.7,114,819.87,26.3,55.3,18.4,73.7
7110291,PEACH COUNTY,KAY ROAD ELEM,76,818.04,19.7,72.4,7.9,80.3,76,818.68,23.7,65.8,10.5,76.3,76,801.61,42.1,51.3,6.6,57.9,76,819.82,27.6,46.1,26.3,72.4,76,806.86,40.8,53.9,5.3,59.2
7110391,PEACH COUNTY,HUNT ELEMENTA,118,807.46,33.1,63.6,3.4,66.9,118,810.58,33.9,56.8,9.3,66.1,118,787.60,66.1,28.0,5.9,33.9,118,794.30,55.1,40.7,4.2,44.9,118,791.59,67.8,32.2,0.0,32.2
7111050,PEACH COUNTY,BYRON ELEMENT,129,831.81,7.8,65.1,27.1,92.2,129,824.76,13.2,69.8,17.1,86.8,129,820.47,24.8,55.0,20.2,75.2,128,834.62,14.8,48.4,36.7,85.2,127,812.47,25.2,70.9,3.9,74.8
7120103,PICKENS COUNTY,HILL CITY ELE,91,844.46,2.2,49.5,48.4,97.8,91,841.58,4.4,50.5,45.1,95.6,91,839.30,9.9,48.4,41.8,90.1,91,851.98,8.8,38.5,52.7,91.2,91,834.91,9.9,54.9,35.2,90.1
7120106,PICKENS COUNTY,HARMONY ELEME,103,846.60,0.0,59.2,40.8,100.0,103,847.72,2.9,49.5,47.6,97.1,103,854.54,4.9,38.8,56.3,95.1,103,865.42,2.9,23.3,73.8,97.1,103,848.05,2.9,46.6,50.5,97.1
7120203,PICKENS COUNTY,JASPER ELEMEN,88,842.19,5.7,52.3,42.0,94.3,88,837.19,11.4,50.0,38.6,88.6,88,842.97,11.4,42.0,46.6,88.6,88,842.66,10.2,46.6,43.2,89.8,88,816.66,26.1,65.9,8.0,73.9
7120303,PICKENS COUNTY,TATE ELEMENTA,51,842.67,5.9,52.9,41.2,94.1,51,830.37,9.8,60.8,29.4,90.2,51,836.06,21.6,43.1,35.3,78.4,51,843.65,15.7,37.3,47.1,84.3,51,817.65,21.6,66.7,11.8,78.4
7130297,PIERCE COUNTY,BLACKSHEAR EL,190,833.91,8.9,59.5,31.6,91.1,190,830.67,11.1,57.9,31.1,88.9,191,834.96,14.1,50.8,35.1,85.9,191,830.44,17.8,47.1,35.1,82.2,190,819.15,24.2,63.7,12.1,75.8
7134050,PIERCE COUNTY,PATTERSON ELE,86,842.30,7.0,47.7,45.3,93.0,86,842.40,7.0,46.5,46.5,93.0,86,852.23,11.6,40.7,47.7,88.4,86,860.07,4.7,34.9,60.5,95.3,86,844.02,9.3,45.3,45.3,90.7
7140101,PIKE COUNTY,PIKE COUNTY E,290,837.46,9.0,52.8,38.3,91.0,290,831.59,11.0,61.7,27.2,89.0,290,832.78,18.6,46.2,35.2,81.4,290,835.02,17.2,42.4,40.3,82.8,290,822.12,21.7,59.0,19.3,78.3
7150174,POLK COUNTY,WESTSIDE ELEM,113,833.24,5.3,69.0,25.7,94.7,113,830.47,14.2,61.1,24.8,85.8,113,826.42,25.7,49.6,24.8,74.3,111,836.08,19.8,40.5,39.6,80.2,113,827.19,23.0,48.7,28.3,77.0
7150183,POLK COUNTY,CHEROKEE ELEM,123,828.65,8.9,68.3,22.8,91.1,123,828.68,11.4,65.0,23.6,88.6,123,832.80,13.8,50.4,35.8,86.2,123,832.91,18.7,46.3,35.0,81.3,123,811.18,36.6,53.7,9.8,63.4
7150188,POLK COUNTY,NORTHSIDE ELE,77,827.84,13.0,64.9,22.1,87.0,77,828.40,13.0,64.9,22.1,87.0,77,824.87,26.0,49.4,24.7,74.0,77,816.36,31.2,54.5,14.3,68.8,77,818.05,27.3,59.7,13.0,72.7
7150207,POLK COUNTY,HARPST ACADEM,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
7150210,POLK COUNTY,VAN WERT ELEM,102,825.21,17.6,57.8,24.5,82.4,103,827.96,12.6,63.1,24.3,87.4,103,831.80,27.2,36.9,35.9,72.8,102,808.03,37.3,53.9,8.8,62.7,97,797.62,54.6,42.3,3.1,45.4
7150274,POLK COUNTY,EASTSIDE ELEM,144,833.44,6.9,64.6,28.5,93.1,144,825.30,13.9,67.4,18.8,86.1,144,824.97,25.0,50.7,24.3,75.0,144,833.78,14.6,46.5,38.9,85.4,143,815.48,22.4,69.2,8.4,77.6
7163050,PULASKI COUNTY,PULASKI CO EL,112,822.81,19.6,63.4,17.0,80.4,112,819.84,25.0,53.6,21.4,75.0,112,816.82,35.7,40.2,24.1,64.3,112,814.10,36.6,45.5,17.9,63.4,112,807.67,42.0,47.3,10.7,58.0
7170113,PUTNAM COUNTY,PUTNAM ELEMEN,229,833.29,7.4,64.2,28.4,92.6,229,827.97,10.5,65.5,24.0,89.5,229,828.69,21.4,52.0,26.6,78.6,229,832.93,17.5,48.0,34.5,82.5,227,818.45,24.7,59.9,15.4,75.3
7180199,QUITMAN COUNTY,NEW QUITMAN C,42,813.17,28.6,66.7,4.8,71.4,42,814.14,23.8,64.3,11.9,76.2,42,787.10,66.7,31.0,2.4,33.3,42,804.26,38.1,52.4,9.5,61.9,42,795.43,57.1,42.9,0.0,42.9
7190105,RABUN COUNTY,RABUN CO ELEM,161,829.48,9.9,62.1,28.0,90.1,161,834.12,9.3,59.0,31.7,90.7,161,837.14,13.7,50.3,36.0,86.3,161,846.47,9.9,37.3,52.8,90.1,161,827.01,15.5,59.0,25.5,84.5
7202050,RANDOLPH COUNTY,RANDOLPH CO E,90,819.28,12.2,77.8,10.0,87.8,90,818.61,20.0,64.4,15.6,80.0,90,806.19,42.2,50.0,7.8,57.8,90,787.13,71.1,24.4,4.4,28.9,90,796.33,62.2,32.2,5.6,37.8
7210101,RICHMOND COUNTY,CRAIG HOUGHTO,52,812.48,25.0,67.3,7.7,75.0,52,821.23,17.3,67.3,15.4,82.7,52,799.54,50.0,40.4,9.6,50.0,52,795.85,53.8,36.5,9.6,46.2,52,795.88,65.4,32.7,1.9,34.6
7210102,RICHMOND COUNTY,HEPHZIBAH ELE,67,832.55,10.4,53.7,35.8,89.6,67,819.63,22.4,68.7,9.0,77.6,67,819.97,29.9,55.2,14.9,70.1,67,824.63,23.9,55.2,20.9,76.1,67,806.60,46.3,47.8,6.0,53.7
7210103,RICHMOND COUNTY,FREEDOM PARK,106,838.84,5.7,57.5,36.8,94.3,106,834.92,8.5,54.7,36.8,91.5,106,828.44,17.9,58.5,23.6,82.1,106,828.44,17.0,57.5,25.5,83.0,106,811.62,25.5,67.9,6.6,74.5
7210104,RICHMOND COUNTY,WILKINSON GAR,62,809.71,27.4,69.4,3.2,72.6,62,806.15,29.0,69.4,1.6,71.0,62,793.55,59.7,38.7,1.6,40.3,62,790.18,58.1,40.3,1.6,41.9,62,790.26,69.4,30.6,0.0,30.6
7210105,RICHMOND COUNTY,DEER CHASE EL,121,823.82,20.7,60.3,19.0,79.3,121,823.18,14.0,67.8,18.2,86.0,121,812.40,35.5,45.5,19.0,64.5,121,817.77,28.9,51.2,19.8,71.1,121,815.60,27.3,61.2,11.6,72.7
7210115,RICHMOND COUNTY,WS HORNSBY,51,802.57,41.2,56.9,2.0,58.8,51,803.14,43.1,49.0,7.8,56.9,51,781.22,74.5,25.5,0.0,25.5,51,789.51,62.7,33.3,3.9,37.3,51,786.10,74.5,25.5,0.0,25.5
7210116,RICHMOND COUNTY,LAMAR MILLE,56,806.96,37.5,57.1,5.4,62.5,56,806.46,35.7,62.5,1.8,64.3,56,793.32,60.7,33.9,5.4,39.3,56,791.95,64.3,33.9,1.8,35.7,56,791.91,73.2,26.8,0.0,26.8
7210177,RICHMOND COUNTY,MEADOWBROOK E,102,810.68,24.5,72.5,2.9,75.5,102,809.01,34.3,56.9,8.8,65.7,102,797.04,51.0,41.2,7.8,49.0,102,795.22,56.9,35.3,7.8,43.1,102,791.43,65.7,34.3,0.0,34.3
7210189,RICHMOND COUNTY,JAMESTOWN ELE,67,817.01,28.4,55.2,16.4,71.6,67,813.42,29.9,49.3,20.9,70.1,67,790.15,56.7,40.3,3.0,43.3,67,793.00,58.2,32.8,9.0,41.8,67,793.70,58.2,40.3,1.5,41.8
7210190,RICHMOND COUNTY,COLLINS ELEME,43,808.98,39.5,48.8,11.6,60.5,43,805.77,30.2,62.8,7.0,69.8,43,806.72,44.2,46.5,9.3,55.8,43,784.19,69.8,23.3,7.0,30.2,43,783.81,83.7,16.3,0.0,16.3
7210194,RICHMOND COUNTY,GOSHEN ELEMEN,66,834.12,10.6,54.5,34.8,89.4,66,830.52,12.1,54.5,33.3,87.9,66,819.38,22.7,60.6,16.7,77.3,66,829.02,19.7,50.0,30.3,80.3,66,814.06,24.2,68.2,7.6,75.8
7210201,RICHMOND COUNTY,SUE REYNOLDS,115,830.13,10.4,61.7,27.8,89.6,115,822.91,14.8,67.0,18.3,85.2,115,815.18,32.2,48.7,19.1,67.8,115,819.87,31.3,45.2,23.5,68.7,115,812.41,33.0,59.1,7.8,67.0
7210205,RICHMOND COUNTY,DIAMOND LAKES,99,823.12,15.2,67.7,17.2,84.8,99,821.85,14.1,69.7,16.2,85.9,98,812.00,37.8,52.0,10.2,62.2,96,810.41,37.5,46.9,15.6,62.5,98,804.24,43.9,53.1,3.1,56.1
7210290,RICHMOND COUNTY,WILLIS FOREMA,60,825.62,18.3,55.0,26.7,81.7,60,818.73,26.7,51.7,21.7,73.3,60,814.32,41.7,35.0,23.3,58.3,60,813.38,40.0,38.3,21.7,60.0,60,806.85,40.0,53.3,6.7,60.0
7210294,RICHMOND COUNTY,TOBACCO ROAD,85,820.48,22.4,64.7,12.9,77.6,85,816.36,28.2,51.8,20.0,71.8,85,805.74,40.0,51.8,8.2,60.0,85,802.15,41.2,54.1,4.7,58.8,85,801.76,47.1,49.4,3.5,52.9
7210297,RICHMOND COUNTY,MCBEAN ELEMEN,95,833.35,7.4,65.3,27.4,92.6,95,826.41,8.4,73.7,17.9,91.6,95,831.44,13.7,54.7,31.6,86.3,95,835.00,9.5,56.8,33.7,90.5,95,819.41,20.0,67.4,12.6,80.0
7210300,RICHMOND COUNTY,LAKE FOREST H,80,833.60,11.3,58.8,30.0,88.8,80,834.50,11.3,50.0,38.8,88.8,80,829.50,23.8,47.5,28.8,76.3,79,855.59,10.1,31.6,58.2,89.9,79,826.13,19.0,57.0,24.1,81.0
7210301,RICHMOND COUNTY,JENKINS WHITE,47,804.60,42.6,55.3,2.1,57.4,47,804.81,42.6,55.3,2.1,57.4,47,790.98,61.7,38.3,0.0,38.3,47,792.72,57.4,40.4,2.1,42.6,46,787.28,67.4,32.6,0.0,32.6
7211054,RICHMOND COUNTY,GARRETT ELEME,29,826.52,10.3,69.0,20.7,89.7,29,824.00,17.2,62.1,20.7,82.8,29,814.03,34.5,51.7,13.8,65.5,29,813.86,27.6,51.7,20.7,72.4,29,807.79,34.5,65.5,0.0,65.5
7211060,RICHMOND COUNTY,NATIONAL HILL,26,834.81,3.8,69.2,26.9,96.2,26,819.08,19.2,69.2,11.5,80.8,26,803.85,53.8,34.6,11.5,46.2,26,806.27,38.5,53.8,7.7,61.5,26,811.85,34.6,61.5,3.8,65.4
7211062,RICHMOND COUNTY,ROLLINS ELEME,58,827.31,12.1,69.0,19.0,87.9,58,825.17,19.0,53.4,27.6,81.0,58,823.53,25.9,48.3,25.9,74.1,58,835.16,12.1,50.0,37.9,87.9,58,820.88,25.9,55.2,19.0,74.1
7211064,RICHMOND COUNTY,WALKER TRADIT,102,846.56,0.0,54.9,45.1,100.0,102,843.96,1.0,57.8,41.2,99.0,102,839.11,10.8,55.9,33.3,89.2,102,843.89,6.9,44.1,49.0,93.1,102,831.77,8.8,67.6,23.5,91.2
7211065,RICHMOND COUNTY,WINDSOR SPRIN,92,821.02,23.9,60.9,15.2,76.1,92,814.57,27.2,59.8,13.0,72.8,93,803.34,45.2,46.2,8.6,54.8,93,807.61,41.9,46.2,11.8,58.1,93,801.53,50.5,45.2,4.3,49.5
7212050,RICHMOND COUNTY,BARTON CHAPEL,88,815.24,25.0,63.6,11.4,75.0,88,815.92,27.3,63.6,9.1,72.7,88,797.36,55.7,38.6,5.7,44.3,88,793.41,62.5,30.7,6.8,37.5,88,793.69,67.0,33.0,0.0,33.0
7212052,RICHMOND COUNTY,COPELAND ELEM,70,824.66,17.1,68.6,14.3,82.9,70,822.89,17.1,65.7,17.1,82.9,70,803.50,41.4,50.0,8.6,58.6,69,814.57,27.5,58.0,14.5,72.5,70,806.09,35.7,58.6,5.7,64.3
7212054,RICHMOND COUNTY,GLENN HILLS E,86,811.13,30.2,61.6,8.1,69.8,86,806.79,32.6,64.0,3.5,67.4,86,794.28,54.7,41.9,3.5,45.3,86,796.84,54.7,34.9,10.5,45.3,86,798.29,48.8,50.0,1.2,51.2
7212058,RICHMOND COUNTY,MERRY ELEMENT,40,834.80,5.0,52.5,42.5,95.0,40,825.70,12.5,67.5,20.0,87.5,40,823.95,22.5,50.0,27.5,77.5,40,830.43,17.5,55.0,27.5,82.5,40,826.53,10.0,67.5,22.5,90.0
7212064,RICHMOND COUNTY,WARREN ROAD E,69,833.83,11.6,58.0,30.4,88.4,69,827.01,10.1,63.8,26.1,89.9,69,823.72,29.0,46.4,24.6,71.0,69,819.80,34.8,42.0,23.2,65.2,69,804.77,49.3,39.1,11.6,50.7
7213050,RICHMOND COUNTY,BAYVALE ELEME,61,809.66,34.4,55.7,9.8,65.6,61,806.64,41.0,55.7,3.3,59.0,61,792.00,59.0,37.7,3.3,41.0,61,788.85,60.7,36.1,3.3,39.3,61,790.67,73.8,26.2,0.0,26.2
7214050,RICHMOND COUNTY,BLYTHE ELEMEN,57,820.54,15.8,70.2,14.0,84.2,57,809.75,38.6,50.9,10.5,61.4,57,808.02,43.9,45.6,10.5,56.1,57,820.51,31.6,43.9,24.6,68.4,57,806.09,45.6,45.6,8.8,54.4
7214054,RICHMOND COUNTY,GRACEWOOD ELE,74,825.03,16.2,59.5,24.3,83.8,74,815.00,23.0,67.6,9.5,77.0,74,807.91,40.5,45.9,13.5,59.5,74,822.26,24.3,48.6,27.0,75.7,74,807.51,35.1,59.5,5.4,64.9
7214058,RICHMOND COUNTY,MONTE SANO EL,68,820.29,17.6,70.6,11.8,82.4,68,817.00,26.5,63.2,10.3,73.5,68,802.18,48.5,44.1,7.4,51.5,68,811.56,38.2,41.2,20.6,61.8,68,799.94,45.6,52.9,1.5,54.4
7214062,RICHMOND COUNTY,SOUTHSIDE ELE,77,815.00,24.7,64.9,10.4,75.3,77,811.90,31.2,63.6,5.2,68.8,77,798.44,50.6,44.2,5.2,49.4,77,796.97,54.5,40.3,5.2,45.5,77,794.45,57.1,41.6,1.3,42.9
7214064,RICHMOND COUNTY,WHEELESS ROAD,63,816.17,22.2,66.7,11.1,77.8,63,815.90,27.0,60.3,12.7,73.0,63,789.37,65.1,30.2,4.8,34.9,63,797.62,52.4,41.3,6.3,47.6,63,803.25,46.0,49.2,4.8,54.0
7214762,RICHMOND COUNTY,TERRACE MANOR,52,822.15,15.4,67.3,17.3,84.6,52,822.92,23.1,55.8,21.2,76.9,52,802.23,36.5,57.7,5.8,63.5,52,810.98,28.8,59.6,11.5,71.2,52,800.48,42.3,57.7,0.0,57.7
7215054,RICHMOND COUNTY,HAINS ELEMENT,63,820.21,17.5,68.3,14.3,82.5,63,820.75,17.5,68.3,14.3,82.5,63,801.46,49.2,38.1,12.7,50.8,63,822.14,31.7,44.4,23.8,68.3,63,814.86,31.7,54.0,14.3,68.3
7220102,ROCKDALE COUNTY,PEEK S CHAPEL,99,836.83,4.0,63.6,32.3,96.0,99,838.79,2.0,63.6,34.3,98.0,100,832.33,17.0,50.0,33.0,83.0,100,830.71,16.0,53.0,31.0,84.0,99,821.87,18.2,65.7,16.2,81.8
7220174,ROCKDALE COUNTY,HONEY CREEK E,85,838.04,4.7,62.4,32.9,95.3,85,831.76,5.9,67.1,27.1,94.1,85,840.99,15.3,45.9,38.8,84.7,85,836.00,14.1,51.8,34.1,85.9,85,824.22,9.4,75.3,15.3,90.6
7220178,ROCKDALE COUNTY,BARKSDALE ELE,93,840.28,4.3,57.0,38.7,95.7,92,838.55,4.3,55.4,40.2,95.7,93,834.27,15.1,52.7,32.3,84.9,92,837.43,10.9,50.0,39.1,89.1,92,825.25,9.8,77.2,13.0,90.2
7220189,ROCKDALE COUNTY,SIMS ELEMENTA,112,829.08,8.9,73.2,17.9,91.1,112,832.75,8.9,66.1,25.0,91.1,113,833.80,18.6,43.4,38.1,81.4,113,821.26,29.2,46.0,24.8,70.8,112,813.42,26.8,62.5,10.7,73.2
7220194,ROCKDALE COUNTY,SHOAL CREEK E,121,830.05,8.3,67.8,24.0,91.7,121,831.20,8.3,63.6,28.1,91.7,121,829.97,18.2,53.7,28.1,81.8,120,832.31,20.8,40.8,38.3,79.2,120,815.00,27.5,65.0,7.5,72.5
7220197,ROCKDALE COUNTY,LORRAINE ELEM,130,844.65,0.8,56.2,43.1,99.2,130,845.82,0.8,52.3,46.9,99.2,130,852.84,5.4,44.6,50.0,94.6,130,861.02,3.1,26.2,70.8,96.9,130,853.38,4.6,38.5,56.9,95.4
7220289,ROCKDALE COUNTY,HIGHTOWER TRA,137,830.71,13.9,56.2,29.9,86.1,137,828.83,15.3,55.5,29.2,84.7,137,828.91,23.4,46.0,30.7,76.6,137,831.39,22.6,40.9,36.5,77.4,137,823.70,21.9,59.1,19.0,78.1
7222050,ROCKDALE COUNTY,FLAT SHOALS E,117,827.66,12.0,66.7,21.4,88.0,117,829.91,13.7,55.6,30.8,86.3,117,825.09,24.8,47.0,28.2,75.2,117,812.09,32.5,56.4,11.1,67.5,117,808.23,34.2,59.0,6.8,65.8
7222052,ROCKDALE COUNTY,PINE STREET E,76,829.59,9.2,69.7,21.1,90.8,76,832.95,9.2,60.5,30.3,90.8,76,825.47,18.4,60.5,21.1,81.6,76,827.79,18.4,53.9,27.6,81.6,76,819.97,21.1,61.8,17.1,78.9
7224050,ROCKDALE COUNTY,HICKS ELEMENT,110,823.53,14.5,68.2,17.3,85.5,110,826.71,9.1,71.8,19.1,90.9,110,825.30,20.0,59.1,20.9,80.0,110,815.75,33.6,47.3,19.1,66.4,110,809.27,33.6,61.8,4.5,66.4
7225050,ROCKDALE COUNTY,HOUSE ELEMENT,103,826.61,11.7,73.8,14.6,88.3,103,826.11,12.6,68.9,18.4,87.4,104,820.61,19.2,67.3,13.5,80.8,102,824.93,15.7,62.7,21.6,84.3,103,818.79,23.3,64.1,12.6,76.7
7230198,SCHLEY COUNTY,SCHLEY COUNTY,126,836.75,8.7,54.8,36.5,91.3,126,835.83,5.6,62.7,31.7,94.4,126,837.81,15.9,43.7,40.5,84.1,126,848.74,10.3,35.7,54.0,89.7,126,833.15,11.1,59.5,29.4,88.9
7240191,SCREVEN COUNTY,SCREVEN CO EL,186,821.45,19.9,66.1,14.0,80.1,186,821.16,15.6,67.2,17.2,84.4,186,815.75,32.3,55.4,12.4,67.7,186,817.83,26.9,52.2,21.0,73.1,186,809.25,34.4,61.3,4.3,65.6
7250296,SEMINOLE COUNTY,SEMINOLE CO E,128,825.35,13.3,66.4,20.3,86.7,128,821.40,13.3,72.7,14.1,86.7,128,813.76,31.3,54.7,14.1,68.8,127,819.54,31.5,45.7,22.8,68.5,127,815.25,30.7,54.3,15.0,69.3
