Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
7105050,PAULDING COUNTY,HIRAM ELEMENT,74,834.32,10.8,55.4,33.8,89.2,74,829.26,14.9,58.1,27.0,85.1,75,834.28,18.7,48.0,33.3,81.3,77,830.35,18.2,54.5,27.3,81.8,76,818.82,22.4,64.5,13.2,77.6,11,11th
7110110,PEACH COUNTY,KAY ROAD ELEM,90,826.63,8.9,68.9,22.2,91.1,90,819.71,20.0,67.8,12.2,80.0,89,819.09,25.8,55.1,19.1,74.2,91,818.44,28.6,48.4,23.1,71.4,91,809.62,34.1,60.4,5.5,65.9,8,2nd
7110210,PEACH COUNTY,HUNT ELEMENTA,120,814.02,29.2,57.5,13.3,70.8,120,813.45,27.5,59.2,13.3,72.5,120,805.10,46.7,38.3,15.0,53.3,124,806.50,39.5,48.4,12.1,60.5,124,805.95,40.3,54.0,5.6,59.7,8,2nd
7111050,PEACH COUNTY,BYRON ELEMENT,111,832.11,10.8,59.5,29.7,89.2,111,823.73,17.1,66.7,16.2,82.9,111,819.82,35.1,41.4,23.4,64.9,111,820.99,25.2,46.8,27.9,74.8,112,820.61,25.9,58.9,15.2,74.1,8,2nd
7120103,PICKENS COUNTY,HILL CITY ELE,103,858.00,0.0,35.9,64.1,100.0,101,852.67,1.0,39.6,59.4,99.0,97,868.37,1.0,38.1,60.8,99.0,106,849.37,9.4,38.7,51.9,90.6,106,853.68,4.7,39.6,55.7,95.3,9,9th
7120106,PICKENS COUNTY,HARMONY ELEME,112,844.97,1.8,48.2,50.0,98.2,111,842.32,6.3,55.0,38.7,93.7,112,853.29,12.5,32.1,55.4,87.5,116,838.59,10.3,49.1,40.5,89.7,116,823.54,12.1,71.6,16.4,87.9,9,9th
7120203,PICKENS COUNTY,JASPER ELEMEN,87,849.10,3.4,46.0,50.6,96.6,85,838.05,3.5,70.6,25.9,96.5,86,837.15,12.8,50.0,37.2,87.2,93,826.24,18.3,58.1,23.7,81.7,93,813.13,25.8,66.7,7.5,74.2,9,9th
7120303,PICKENS COUNTY,TATE ELEMENTA,55,848.09,9.1,38.2,52.7,90.9,55,840.42,10.9,47.3,41.8,89.1,58,840.05,20.7,29.3,50.0,79.3,59,835.76,15.3,45.8,39.0,84.7,57,819.18,21.1,61.4,17.5,78.9,9,9th
7130112,PIERCE COUNTY,MIDWAY ELEMEN,81,841.01,12.3,44.4,43.2,87.7,81,841.36,6.2,59.3,34.6,93.8,81,850.86,11.1,37.0,51.9,88.9,83,831.35,16.9,44.6,38.6,83.1,83,830.12,14.5,59.0,26.5,85.5,13,1st
7130297,PIERCE COUNTY,BLACKSHEAR EL,113,838.26,15.9,45.1,38.9,84.1,113,832.63,15.9,51.3,32.7,84.1,113,826.78,24.8,39.8,35.4,75.2,114,826.87,21.1,47.4,31.6,78.9,113,822.87,23.9,54.9,21.2,76.1,13,1st
7134050,PIERCE COUNTY,PATTERSON ELE,67,861.81,3.0,31.3,65.7,97.0,67,863.96,1.5,25.4,73.1,98.5,67,890.75,1.5,14.9,83.6,98.5,67,864.42,1.5,28.4,70.1,98.5,66,861.80,1.5,31.8,66.7,98.5,13,1st
7140101,PIKE COUNTY,PIKE COUNTY E,225,841.54,8.4,51.1,40.4,91.6,221,835.95,10.4,55.7,33.9,89.6,224,835.76,17.4,45.5,37.1,82.6,228,827.69,19.3,47.4,33.3,80.7,227,820.17,18.5,66.5,15.0,81.5,5,3rd
7150174,POLK COUNTY,WESTSIDE ELEM,95,839.22,14.7,40.0,45.3,85.3,96,830.61,17.7,51.0,31.3,82.3,94,833.71,24.5,43.6,31.9,75.5,95,821.05,28.4,44.2,27.4,71.6,95,813.53,28.4,61.1,10.5,71.6,11,11th
7150183,POLK COUNTY,CHEROKEE ELEM,101,842.17,3.0,57.4,39.6,97.0,101,840.98,4.0,60.4,35.6,96.0,101,837.48,9.9,50.5,39.6,90.1,100,838.76,7.0,52.0,41.0,93.0,100,825.78,13.0,70.0,17.0,87.0,11,11th
7150188,POLK COUNTY,NORTHSIDE ELE,101,832.95,9.9,57.4,32.7,90.1,101,826.39,16.8,56.4,26.7,83.2,101,816.00,29.7,51.5,18.8,70.3,101,807.32,36.6,56.4,6.9,63.4,101,799.06,41.6,57.4,1.0,58.4,11,11th
7150207,POLK COUNTY,HARPST ACADEM,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,2,       --,       --,       --,       --,       --,11,11th
7150210,POLK COUNTY,VAN WERT ELEM,102,833.37,13.7,52.0,34.3,86.3,101,831.13,15.8,56.4,27.7,84.2,102,814.87,34.3,45.1,20.6,65.7,102,821.92,22.5,55.9,21.6,77.5,99,815.03,26.3,62.6,11.1,73.7,11,11th
7150274,POLK COUNTY,EASTSIDE ELEM,147,845.60,4.1,49.0,46.9,95.9,148,837.23,5.4,60.1,34.5,94.6,148,829.76,20.9,46.6,32.4,79.1,148,834.05,12.8,50.7,36.5,87.2,146,820.35,21.9,65.1,13.0,78.1,11,11th
7150310,POLK COUNTY,YOUNGS GROVE,92,837.98,3.3,59.8,37.0,96.7,92,832.96,12.0,56.5,31.5,88.0,92,830.24,20.7,48.9,30.4,79.3,91,831.69,16.5,41.8,41.8,83.5,91,825.14,14.3,69.2,16.5,85.7,11,11th
7163050,PULASKI COUNTY,PULASKI CO EL,107,833.99,8.4,61.7,29.9,91.6,107,830.12,12.1,62.6,25.2,87.9,108,826.48,26.9,41.7,31.5,73.1,109,818.76,27.5,56.9,15.6,72.5,109,809.90,33.9,57.8,8.3,66.1,6,8th
7170113,PUTNAM COUNTY,PUTNAM ELEMEN,216,840.72,5.1,56.5,38.4,94.9,218,838.83,6.4,60.6,33.0,93.6,219,844.90,11.9,44.7,43.4,88.1,220,837.10,9.5,56.8,33.6,90.5,220,828.27,15.5,61.8,22.7,84.5,12,10th
7180199,QUITMAN COUNTY,NEW QUITMAN C,23,824.83,21.7,56.5,21.7,78.3,23,832.43,17.4,52.2,30.4,82.6,23,841.00,13.0,39.1,47.8,87.0,23,814.61,26.1,56.5,17.4,73.9,23,821.91,13.0,78.3,8.7,87.0,2,2nd
7190105,RABUN COUNTY,RABUN CO ELEM,174,848.08,3.4,48.9,47.7,96.6,173,848.29,1.7,52.0,46.2,98.3,174,847.56,6.3,50.0,43.7,93.7,176,852.37,5.7,37.5,56.8,94.3,176,841.49,4.0,59.1,36.9,96.0,14,10th
7202050,RANDOLPH COUNTY,RANDOLPH CO E,69,826.48,8.7,75.4,15.9,91.3,69,823.39,13.0,71.0,15.9,87.0,69,822.45,17.4,68.1,14.5,82.6,70,809.73,34.3,54.3,11.4,65.7,70,802.67,44.3,52.9,2.9,55.7,2,2nd
7210101,RICHMOND COUNTY,CRAIG HOUGHTO,52,809.56,40.4,50.0,9.6,59.6,52,815.46,25.0,61.5,13.5,75.0,52,800.69,50.0,44.2,5.8,50.0,52,790.15,63.5,32.7,3.8,36.5,52,794.63,51.9,48.1,0.0,48.1,1,12th
7210102,RICHMOND COUNTY,HEPHZIBAH ELE,65,840.98,6.2,50.8,43.1,93.8,65,829.25,13.8,61.5,24.6,86.2,65,835.71,21.5,44.6,33.8,78.5,65,824.06,23.1,50.8,26.2,76.9,62,811.73,32.3,61.3,6.5,67.7,1,12th
7210103,RICHMOND COUNTY,FREEDOM PARK,93,835.37,8.6,61.3,30.1,91.4,93,832.53,11.8,57.0,31.2,88.2,92,830.76,21.7,47.8,30.4,78.3,92,824.87,14.1,66.3,19.6,85.9,92,826.13,13.0,69.6,17.4,87.0,1,10th
7210104,RICHMOND COUNTY,WILKINSON GAR,77,811.78,28.6,62.3,9.1,71.4,78,809.81,30.8,59.0,10.3,69.2,77,805.35,46.8,37.7,15.6,53.2,79,795.95,57.0,35.4,7.6,43.0,79,793.85,59.5,36.7,3.8,40.5,1,12th
7210105,RICHMOND COUNTY,DEER CHASE EL,103,831.53,14.6,48.5,36.9,85.4,103,834.25,13.6,52.4,34.0,86.4,103,834.51,19.4,39.8,40.8,80.6,103,819.95,27.2,51.5,21.4,72.8,103,824.78,17.5,55.3,27.2,82.5,1,12th
7210115,RICHMOND COUNTY,WS HORNSBY,54,808.76,35.2,55.6,9.3,64.8,56,804.54,46.4,50.0,3.6,53.6,54,794.28,57.4,33.3,9.3,42.6,59,781.22,71.2,27.1,1.7,28.8,59,796.73,50.8,44.1,5.1,49.2,1,12th
7210116,RICHMOND COUNTY,LAMAR   MILLE,57,817.54,26.3,57.9,15.8,73.7,61,812.44,36.1,54.1,9.8,63.9,57,811.84,31.6,50.9,17.5,68.4,60,798.35,46.7,51.7,1.7,53.3,60,797.58,45.0,55.0,0.0,55.0,1,10th
7210177,RICHMOND COUNTY,MEADOWBROOK E,109,810.71,35.8,52.3,11.9,64.2,108,802.85,45.4,50.0,4.6,54.6,108,801.38,55.6,31.5,13.0,44.4,109,785.42,69.7,28.4,1.8,30.3,109,783.17,78.9,21.1,0.0,21.1,1,12th
7210189,RICHMOND COUNTY,JAMESTOWN ELE,51,831.80,11.8,60.8,27.5,88.2,51,831.06,15.7,56.9,27.5,84.3,52,824.00,23.1,48.1,28.8,76.9,53,818.60,24.5,54.7,20.8,75.5,53,804.64,34.0,64.2,1.9,66.0,1,12th
7210190,RICHMOND COUNTY,COLLINS ELEME,49,814.39,32.7,53.1,14.3,67.3,50,812.48,28.0,64.0,8.0,72.0,49,809.80,32.7,55.1,12.2,67.3,50,800.62,48.0,44.0,8.0,52.0,50,789.88,64.0,36.0,0.0,36.0,1,12th
7210194,RICHMOND COUNTY,GOSHEN ELEMEN,82,834.21,13.4,50.0,36.6,86.6,82,825.77,15.9,58.5,25.6,84.1,82,825.30,26.8,45.1,28.0,73.2,82,817.79,29.3,46.3,24.4,70.7,82,811.65,28.0,63.4,8.5,72.0,1,12th
7210201,RICHMOND COUNTY,SUE REYNOLDS,143,832.01,6.3,69.2,24.5,93.7,142,829.45,9.2,65.5,25.4,90.8,142,839.89,10.6,46.5,43.0,89.4,145,818.44,25.5,55.9,18.6,74.5,145,819.64,20.7,65.5,13.8,79.3,1,10th
7210205,RICHMOND COUNTY,DIAMOND LAKES,96,819.22,21.9,64.6,13.5,78.1,97,814.55,25.8,67.0,7.2,74.2,97,807.03,43.3,39.2,17.5,56.7,98,805.06,40.8,46.9,12.2,59.2,98,796.43,49.0,51.0,0.0,51.0,1,12th
7210290,RICHMOND COUNTY,WILLIS FOREMA,51,836.18,5.9,64.7,29.4,94.1,53,827.25,13.2,62.3,24.5,86.8,51,831.43,19.6,52.9,27.5,80.4,54,813.46,31.5,53.7,14.8,68.5,54,824.83,27.8,46.3,25.9,72.2,1,12th
7210294,RICHMOND COUNTY,TOBACCO ROAD,78,824.79,16.7,62.8,20.5,83.3,79,818.19,24.1,64.6,11.4,75.9,79,810.87,40.5,39.2,20.3,59.5,80,804.68,42.5,48.8,8.8,57.5,80,808.36,27.5,70.0,2.5,72.5,1,12th
7210297,RICHMOND COUNTY,MCBEAN ELEMEN,90,827.88,8.9,68.9,22.2,91.1,90,826.77,14.4,65.6,20.0,85.6,90,825.44,22.2,53.3,24.4,77.8,90,819.49,23.3,60.0,16.7,76.7,90,815.41,26.7,62.2,11.1,73.3,1,12th
7210300,RICHMOND COUNTY,LAKE FOREST H,78,841.73,9.0,51.3,39.7,91.0,82,837.55,9.8,58.5,31.7,90.2,80,835.51,15.0,50.0,35.0,85.0,83,828.39,19.3,50.6,30.1,80.7,83,824.28,18.1,60.2,21.7,81.9,1,10th
7210301,RICHMOND COUNTY,JENKINS WHITE,69,813.93,29.0,62.3,8.7,71.0,69,808.81,34.8,55.1,10.1,65.2,69,800.55,50.7,36.2,13.0,49.3,67,797.31,50.7,44.8,4.5,49.3,67,801.76,43.3,55.2,1.5,56.7,1,12th
7211054,RICHMOND COUNTY,GARRETT ELEME,46,819.04,19.6,65.2,15.2,80.4,46,822.57,23.9,63.0,13.0,76.1,46,814.13,41.3,32.6,26.1,58.7,46,805.59,50.0,32.6,17.4,50.0,46,801.54,47.8,47.8,4.3,52.2,1,10th
7211060,RICHMOND COUNTY,NATIONAL HILL,43,837.53,7.0,60.5,32.6,93.0,43,833.37,11.6,53.5,34.9,88.4,43,815.26,32.6,53.5,14.0,67.4,43,823.47,20.9,53.5,25.6,79.1,43,810.81,25.6,74.4,0.0,74.4,1,10th
7211062,RICHMOND COUNTY,ROLLINS ELEME,73,821.67,24.7,54.8,20.5,75.3,73,821.71,21.9,57.5,20.5,78.1,73,811.53,35.6,45.2,19.2,64.4,73,809.93,37.0,52.1,11.0,63.0,73,807.60,34.2,61.6,4.1,65.8,1,12th
7211064,RICHMOND COUNTY,WALKER TRADIT,113,854.63,2.7,42.5,54.9,97.3,113,849.34,1.8,51.3,46.9,98.2,113,851.13,6.2,39.8,54.0,93.8,113,842.45,4.4,49.6,46.0,95.6,113,835.96,6.2,61.9,31.9,93.8,1,10th
7211065,RICHMOND COUNTY,WINDSOR SPRIN,74,820.54,18.9,63.5,17.6,81.1,75,817.44,28.0,58.7,13.3,72.0,75,812.57,41.3,37.3,21.3,58.7,73,803.49,42.5,52.1,5.5,57.5,72,791.26,65.3,34.7,0.0,34.7,1,12th
7212050,RICHMOND COUNTY,BARTON CHAPEL,86,815.19,27.9,59.3,12.8,72.1,86,812.99,31.4,61.6,7.0,68.6,86,814.36,36.0,38.4,25.6,64.0,86,797.87,52.3,38.4,9.3,47.7,86,794.85,54.7,45.3,0.0,45.3,1,10th
7212052,RICHMOND COUNTY,COPELAND ELEM,44,825.82,13.6,63.6,22.7,86.4,44,813.98,22.7,63.6,13.6,77.3,44,819.86,22.7,54.5,22.7,77.3,45,812.24,28.9,55.6,15.6,71.1,45,806.13,37.8,53.3,8.9,62.2,1,10th
7212054,RICHMOND COUNTY,GLENN HILLS E,71,818.30,14.1,74.6,11.3,85.9,71,815.80,28.2,62.0,9.9,71.8,74,819.47,28.4,50.0,21.6,71.6,74,802.95,44.6,45.9,9.5,55.4,67,802.31,49.3,46.3,4.5,50.7,1,12th
7212058,RICHMOND COUNTY,MERRY ELEMENT,55,832.87,5.5,67.3,27.3,94.5,55,826.45,16.4,56.4,27.3,83.6,55,832.24,23.6,41.8,34.5,76.4,55,817.36,25.5,60.0,14.5,74.5,55,823.44,14.5,70.9,14.5,85.5,1,10th
7212064,RICHMOND COUNTY,WARREN ROAD E,82,843.11,6.1,52.4,41.5,93.9,83,836.73,6.0,62.7,31.3,94.0,81,854.21,7.4,39.5,53.1,92.6,83,828.58,21.7,47.0,31.3,78.3,83,823.78,16.9,63.9,19.3,83.1,1,10th
7213050,RICHMOND COUNTY,BAYVALE ELEME,66,825.21,10.6,68.2,21.2,89.4,68,816.03,23.5,66.2,10.3,76.5,67,809.84,46.3,34.3,19.4,53.7,68,812.13,35.3,51.5,13.2,64.7,68,803.24,36.8,60.3,2.9,63.2,1,12th
7214050,RICHMOND COUNTY,BLYTHE ELEMEN,60,834.68,13.3,48.3,38.3,86.7,59,828.41,16.9,55.9,27.1,83.1,59,831.76,23.7,45.8,30.5,76.3,60,817.40,33.3,43.3,23.3,66.7,61,817.39,26.2,62.3,11.5,73.8,1,12th
7214054,RICHMOND COUNTY,GRACEWOOD ELE,72,823.56,15.3,68.1,16.7,84.7,72,816.32,25.0,62.5,12.5,75.0,72,820.67,30.6,47.2,22.2,69.4,73,809.08,41.1,45.2,13.7,58.9,73,800.82,50.7,46.6,2.7,49.3,1,12th
7214058,RICHMOND COUNTY,MONTE SANO EL,47,824.66,21.3,57.4,21.3,78.7,48,820.77,22.9,62.5,14.6,77.1,48,810.31,39.6,43.8,16.7,60.4,48,804.25,39.6,47.9,12.5,60.4,48,808.83,25.0,68.8,6.3,75.0,1,10th
7214062,RICHMOND COUNTY,SOUTHSIDE ELE,63,822.62,23.8,58.7,17.5,76.2,63,816.33,20.6,63.5,15.9,79.4,65,809.91,40.0,40.0,20.0,60.0,66,799.83,50.0,40.9,9.1,50.0,66,790.85,65.2,34.8,0.0,34.8,1,12th
7214064,RICHMOND COUNTY,WHEELESS ROAD,60,810.10,30.0,61.7,8.3,70.0,60,806.02,40.0,55.0,5.0,60.0,59,807.75,44.1,40.7,15.3,55.9,60,804.52,43.3,46.7,10.0,56.7,60,798.12,51.7,46.7,1.7,48.3,1,12th
7214762,RICHMOND COUNTY,TERRACE MANOR,55,821.22,18.2,60.0,21.8,81.8,55,820.60,23.6,58.2,18.2,76.4,55,810.85,38.2,47.3,14.5,61.8,56,804.79,42.9,48.2,8.9,57.1,56,799.16,46.4,53.6,0.0,53.6,1,12th
7215054,RICHMOND COUNTY,HAINS ELEMENT,52,816.37,30.8,55.8,13.5,69.2,52,807.46,36.5,57.7,5.8,63.5,52,790.85,57.7,36.5,5.8,42.3,54,799.24,44.4,51.9,3.7,55.6,54,797.31,53.7,44.4,1.9,46.3,1,12th
7220102,ROCKDALE COUNTY,PEEK S CHAPEL,111,841.72,4.5,55.0,40.5,95.5,110,842.28,7.3,51.8,40.9,92.7,111,849.14,17.1,28.8,54.1,82.9,112,833.29,14.3,44.6,41.1,85.7,111,831.46,13.5,59.5,27.0,86.5,7,4th
7220110,ROCKDALE COUNTY,HICKS ELEMENT,119,837.08,7.6,63.0,29.4,92.4,117,839.21,6.0,58.1,35.9,94.0,117,845.09,12.8,42.7,44.4,87.2,125,822.78,19.2,54.4,26.4,80.8,125,822.79,16.8,66.4,16.8,83.2,7,4th
7220174,ROCKDALE COUNTY,HONEY CREEK E,81,842.42,6.2,45.7,48.1,93.8,80,837.23,10.0,48.8,41.3,90.0,81,841.56,14.8,39.5,45.7,85.2,85,838.24,18.8,34.1,47.1,81.2,85,834.40,15.3,44.7,40.0,84.7,7,4th
7220178,ROCKDALE COUNTY,BARKSDALE ELE,91,848.84,2.2,51.6,46.2,97.8,91,838.99,3.3,61.5,35.2,96.7,92,848.09,13.0,38.0,48.9,87.0,92,836.42,9.8,56.5,33.7,90.2,92,826.49,9.8,71.7,18.5,90.2,7,3rd
7220189,ROCKDALE COUNTY,SIMS ELEMENTA,91,835.99,7.7,60.4,31.9,92.3,89,827.37,15.7,57.3,27.0,84.3,92,828.35,19.6,48.9,31.5,80.4,95,817.99,27.4,49.5,23.2,72.6,94,811.71,27.7,64.9,7.4,72.3,7,4th
7220194,ROCKDALE COUNTY,SHOAL CREEK E,106,841.46,3.8,49.1,47.2,96.2,104,839.43,1.9,64.4,33.7,98.1,107,839.43,10.3,49.5,40.2,89.7,110,828.58,17.3,53.6,29.1,82.7,110,827.78,11.8,73.6,14.5,88.2,7,4th
7220197,ROCKDALE COUNTY,LORRAINE ELEM,107,853.07,1.9,39.3,58.9,98.1,108,851.46,0.9,53.7,45.4,99.1,107,861.04,2.8,37.4,59.8,97.2,111,851.69,4.5,41.4,54.1,95.5,111,856.41,3.6,37.8,58.6,96.4,7,3rd
7220289,ROCKDALE COUNTY,HIGHTOWER TRA,124,838.09,9.7,53.2,37.1,90.3,123,832.76,12.2,58.5,29.3,87.8,123,835.39,17.9,51.2,30.9,82.1,126,825.06,18.3,59.5,22.2,81.7,126,814.17,23.0,68.3,8.7,77.0,7,4th
7222050,ROCKDALE COUNTY,FLAT SHOALS E,104,836.43,4.8,62.5,32.7,95.2,103,839.34,7.8,55.3,36.9,92.2,103,838.37,15.5,44.7,39.8,84.5,105,830.59,11.4,56.2,32.4,88.6,105,835.97,6.7,59.0,34.3,93.3,7,4th
7222052,ROCKDALE COUNTY,PINE STREET E,76,834.86,7.9,60.5,31.6,92.1,76,834.71,10.5,50.0,39.5,89.5,76,835.91,21.1,40.8,38.2,78.9,77,834.45,13.0,50.6,36.4,87.0,76,833.33,10.5,56.6,32.9,89.5,7,4th
7225050,ROCKDALE COUNTY,HOUSE ELEMENT,81,839.26,6.2,55.6,38.3,93.8,81,833.63,6.2,70.4,23.5,93.8,83,847.53,14.5,37.3,48.2,85.5,84,837.38,10.7,51.2,38.1,89.3,84,836.83,6.0,58.3,35.7,94.0,7,4th
7230198,SCHLEY COUNTY,SCHLEY COUNTY,93,849.58,1.1,52.7,46.2,98.9,93,839.97,2.2,65.6,32.3,97.8,93,852.74,3.2,43.0,53.8,96.8,93,850.35,1.1,48.4,50.5,98.9,93,838.42,2.2,64.5,33.3,97.8,2,2nd
7240191,SCREVEN COUNTY,SCREVEN CO EL,174,833.91,14.4,50.0,35.6,85.6,174,827.13,20.1,53.4,26.4,79.9,175,821.29,30.3,41.1,28.6,69.7,178,812.99,33.1,47.8,19.1,66.9,178,810.17,33.7,57.9,8.4,66.3,4,12th
7250296,SEMINOLE COUNTY,SEMINOLE CO E,119,837.56,15.1,42.0,42.9,84.9,119,833.52,19.3,47.1,33.6,80.7,119,830.82,23.5,43.7,32.8,76.5,119,821.88,31.1,39.5,29.4,68.9,119,815.54,24.4,62.2,13.4,75.6,15,2nd
7260103,SPALDING COUNTY,MORELAND ROAD,95,833.15,12.6,53.7,33.7,87.4,97,826.95,18.6,55.7,25.8,81.4,92,825.53,28.3,47.8,23.9,71.7,96,817.41,31.3,45.8,22.9,68.8,96,810.84,32.3,59.4,8.3,67.7,5,3rd
7260192,SPALDING COUNTY,COWAN ROAD EL,89,833.24,13.5,56.2,30.3,86.5,89,827.81,14.6,64.0,21.3,85.4,89,833.69,21.3,43.8,34.8,78.7,89,816.44,33.7,43.8,22.5,66.3,89,803.93,42.7,55.1,2.2,57.3,5,3rd
7260195,SPALDING COUNTY,JORDAN HILL R,61,842.48,4.9,54.1,41.0,95.1,62,837.97,8.1,59.7,32.3,91.9,62,845.73,11.3,43.5,45.2,88.7,62,842.76,11.3,43.5,45.2,88.7,62,831.10,9.7,66.1,24.2,90.3,5,3rd
7260199,SPALDING COUNTY,FUTRAL ROAD E,112,841.79,8.0,50.9,41.1,92.0,111,836.11,13.5,51.4,35.1,86.5,109,834.27,19.3,46.8,33.9,80.7,112,833.21,18.8,46.4,34.8,81.3,112,822.53,17.9,63.4,18.8,82.1,5,3rd
7261050,SPALDING COUNTY,ANNE STREET E,56,822.36,14.3,69.6,16.1,85.7,55,821.56,18.2,67.3,14.5,81.8,55,817.33,34.5,49.1,16.4,65.5,57,796.82,54.4,43.9,1.8,45.6,57,798.65,50.9,49.1,0.0,49.1,5,3rd
7261052,SPALDING COUNTY,JACKSON ROAD,61,840.74,13.1,47.5,39.3,86.9,62,825.73,19.4,59.7,21.0,80.6,60,834.10,21.7,31.7,46.7,78.3,62,825.97,24.2,46.8,29.0,75.8,59,816.54,22.0,69.5,8.5,78.0,5,3rd
7261550,SPALDING COUNTY,ATKINSON ELEM,64,814.55,26.6,60.9,12.5,73.4,63,815.83,30.2,57.1,12.7,69.8,63,815.44,33.3,46.0,20.6,66.7,65,801.52,52.3,35.4,12.3,47.7,65,801.06,53.8,41.5,4.6,46.2,5,3rd
7261750,SPALDING COUNTY,BEAVERBROOK E,59,831.61,10.2,64.4,25.4,89.8,58,823.52,19.0,60.3,20.7,81.0,58,828.50,20.7,44.8,34.5,79.3,58,818.41,24.1,55.2,20.7,75.9,58,815.40,22.4,69.0,8.6,77.6,5,3rd
7262050,SPALDING COUNTY,CRESCENT ROAD,55,851.58,1.8,40.0,58.2,98.2,55,846.31,3.6,49.1,47.3,96.4,55,858.35,3.6,34.5,61.8,96.4,55,840.93,5.5,54.5,40.0,94.5,55,833.78,5.5,70.9,23.6,94.5,5,3rd
7262552,SPALDING COUNTY,MOORE ELEMENT,57,824.74,8.8,75.4,15.8,91.2,57,826.65,7.0,84.2,8.8,93.0,57,821.81,22.8,56.1,21.1,77.2,57,801.81,47.4,52.6,0.0,52.6,57,801.00,42.1,57.9,0.0,57.9,5,3rd
7264052,SPALDING COUNTY,ORRS ELEMENTA,107,838.06,6.5,61.7,31.8,93.5,106,834.25,7.5,65.1,27.4,92.5,107,835.07,14.0,58.9,27.1,86.0,107,824.01,19.6,56.1,24.3,80.4,106,817.92,23.6,65.1,11.3,76.4,5,3rd
7270187,STEPHENS COUNTY,LIBERTY ELEME,71,842.23,1.4,62.0,36.6,98.6,68,840.06,2.9,57.4,39.7,97.1,71,848.82,8.5,47.9,43.7,91.5,73,836.96,13.7,42.5,43.8,86.3,73,829.51,8.2,64.4,27.4,91.8,14,10th
7270195,STEPHENS COUNTY,BIG A ELEMENT,82,852.76,0.0,40.2,59.8,100.0,81,857.46,1.2,35.8,63.0,98.8,81,866.21,2.5,30.9,66.7,97.5,82,853.87,1.2,34.1,64.6,98.8,82,848.52,2.4,51.2,46.3,97.6,14,10th
7270197,STEPHENS COUNTY,TOCCOA ELEMEN,76,847.18,2.6,47.4,50.0,97.4,76,839.74,5.3,57.9,36.8,94.7,76,846.91,10.5,44.7,44.7,89.5,75,847.17,10.7,40.0,49.3,89.3,75,841.64,6.7,53.3,40.0,93.3,14,10th
7270295,STEPHENS COUNTY,EASTANOLLEE E,61,840.48,1.6,65.6,32.8,98.4,61,839.92,4.9,67.2,27.9,95.1,61,846.84,6.6,50.8,42.6,93.4,64,836.09,6.3,62.5,31.3,93.8,64,839.41,7.8,59.4,32.8,92.2,14,10th
7280192,STEWART COUNTY,STEWART CO EL,41,827.27,14.6,63.4,22.0,85.4,41,830.41,14.6,56.1,29.3,85.4,41,857.00,4.9,48.8,46.3,95.1,41,808.98,34.1,58.5,7.3,65.9,41,807.12,41.5,51.2,7.3,58.5,2,2nd
7290188,SUMTER COUNTY,SUMTER CO ELE,225,828.18,16.4,56.9,26.7,83.6,228,828.81,21.1,49.1,29.8,78.9,224,824.71,31.3,42.4,26.3,68.8,230,818.64,32.6,40.9,26.5,67.4,230,814.05,36.5,47.8,15.7,63.5,2,2nd
7290395,SUMTER COUNTY,SARAH COBB EL,135,821.01,19.3,65.9,14.8,80.7,138,820.43,23.2,63.0,13.8,76.8,137,813.05,38.0,44.5,17.5,62.0,140,810.01,35.7,53.6,10.7,64.3,140,807.84,32.1,62.1,5.7,67.9,2,2nd
7300190,TALBOT COUNTY,CENTRAL ELEME,42,800.90,45.2,52.4,2.4,54.8,42,802.83,45.2,52.4,2.4,54.8,42,774.79,81.0,19.0,0.0,19.0,41,789.34,68.3,29.3,2.4,31.7,41,797.59,58.5,39.0,2.4,41.5,2,2nd
7310102,TALIAFERRO COUNTY,TALIAFERRO SC,12,807.83,41.7,41.7,16.7,58.3,12,804.92,50.0,41.7,8.3,50.0,12,804.58,58.3,25.0,16.7,41.7,12,794.67,58.3,25.0,16.7,41.7,12,803.08,50.0,50.0,0.0,50.0,1,12th
7320301,TATTNALL COUNTY,COLLINS ELEME,60,837.63,6.7,61.7,31.7,93.3,60,831.07,13.3,55.0,31.7,86.7,60,851.45,11.7,35.0,53.3,88.3,60,832.33,10.0,51.7,38.3,90.0,60,813.90,23.3,70.0,6.7,76.7,4,12th
