Key,System Name,School Name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
7070115,NEWTON COUNTY,LIVE OAK ELEM,177,820.48,23.2,57.1,19.8,76.8,176,821.52,24.4,56.8,18.8,75.6,175,814.15,30.3,52.6,17.1,69.7,185,812.71,34.6,48.6,16.8,65.4,184,802.64,40.2,58.7,1.1,59.8,5,7th
7070116,NEWTON COUNTY,FAIRVIEW THEM,88,844.89,2.3,52.3,45.5,97.7,88,845.77,3.4,47.7,48.9,96.6,88,849.83,4.5,37.5,58.0,95.5,88,838.06,12.5,52.3,35.2,87.5,88,821.01,12.5,77.3,10.2,87.5,5,7th
7070198,NEWTON COUNTY,MIDDLE RIDGE,67,832.39,14.9,52.2,32.8,85.1,68,829.01,19.1,48.5,32.4,80.9,66,829.42,16.7,51.5,31.8,83.3,74,825.89,25.7,47.3,27.0,74.3,73,814.42,28.8,58.9,12.3,71.2,5,8th
7070298,NEWTON COUNTY,WEST NEWTON E,108,820.72,23.1,59.3,17.6,76.9,108,822.07,17.6,63.0,19.4,82.4,108,809.29,35.2,54.6,10.2,64.8,108,816.15,36.1,46.3,17.6,63.9,108,809.49,32.4,61.1,6.5,67.6,5,8th
7071050,NEWTON COUNTY,EAST NEWTON E,95,837.45,11.6,53.7,34.7,88.4,95,837.28,11.6,51.6,36.8,88.4,95,830.74,15.8,45.3,38.9,84.2,95,838.19,14.7,47.4,37.9,85.3,95,825.74,14.7,65.3,20.0,85.3,5,8th
7071550,NEWTON COUNTY,FICQUETT ELEM,116,826.34,16.4,63.8,19.8,83.6,115,829.99,12.2,57.4,30.4,87.8,115,813.90,34.8,47.8,17.4,65.2,116,822.38,31.0,41.4,27.6,69.0,117,813.47,30.8,60.7,8.5,69.2,5,8th
7073050,NEWTON COUNTY,LIVINGSTON EL,94,829.59,9.6,62.8,27.7,90.4,94,830.82,10.6,60.6,28.7,89.4,94,823.40,16.0,63.8,20.2,84.0,94,824.70,24.5,50.0,25.5,75.5,94,808.51,34.0,62.8,3.2,66.0,5,8th
7073052,NEWTON COUNTY,PALMER STONE,107,839.35,11.2,46.7,42.1,88.8,106,839.93,8.5,50.0,41.5,91.5,104,832.37,11.5,55.8,32.7,88.5,110,843.32,11.8,48.2,40.0,88.2,110,829.35,12.7,61.8,25.5,87.3,5,7th
7074050,NEWTON COUNTY,MANSFIELD ELE,81,830.52,12.3,60.5,27.2,87.7,81,827.91,11.1,64.2,24.7,88.9,81,825.98,18.5,51.9,29.6,81.5,81,835.35,17.3,50.6,32.1,82.7,80,818.95,15.0,73.8,11.3,85.0,5,8th
7074550,NEWTON COUNTY,HEARD MIXON E,78,840.23,5.1,57.7,37.2,94.9,77,842.44,5.2,54.5,40.3,94.8,77,838.05,6.5,59.7,33.8,93.5,78,832.99,15.4,50.0,34.6,84.6,78,816.56,17.9,75.6,6.4,82.1,5,8th
7075050,NEWTON COUNTY,PORTERDALE EL,56,828.18,8.9,69.6,21.4,91.1,55,827.87,5.5,81.8,12.7,94.5,55,825.45,14.5,61.8,23.6,85.5,56,830.29,17.9,53.6,28.6,82.1,56,812.18,21.4,78.6,0.0,78.6,5,8th
7080103,OCONEE COUNTY,ROCKY BRANCH,100,859.34,3.0,27.0,70.0,97.0,100,855.39,0.0,44.0,56.0,100.0,100,852.91,5.0,34.0,61.0,95.0,101,868.95,2.0,25.7,72.3,98.0,101,851.98,5.0,38.6,56.4,95.0,10,10th
7080110,OCONEE COUNTY,HIGH SHOALS E,82,855.26,2.4,36.6,61.0,97.6,82,851.07,2.4,47.6,50.0,97.6,82,850.95,4.9,42.7,52.4,95.1,81,852.23,3.7,42.0,54.3,96.3,81,835.16,11.1,55.6,33.3,88.9,10,7th
7080197,OCONEE COUNTY,MALCOM ELEMEN,83,853.98,1.2,38.6,60.2,98.8,84,853.33,2.4,47.6,50.0,97.6,83,851.43,2.4,47.0,50.6,97.6,85,855.53,5.9,35.3,58.8,94.1,85,852.69,4.7,38.8,56.5,95.3,10,10th
7081050,OCONEE COUNTY,OCONEE CO ELE,146,863.86,1.4,26.7,71.9,98.6,146,861.86,1.4,32.9,65.8,98.6,146,866.16,3.4,27.4,69.2,96.6,146,871.60,2.7,24.0,73.3,97.3,146,853.97,2.1,39.7,58.2,97.9,10,10th
7083050,OCONEE COUNTY,COLHAM FERRY,85,845.51,1.2,48.2,50.6,98.8,86,846.36,2.3,53.5,44.2,97.7,86,848.56,3.5,45.3,51.2,96.5,87,845.98,10.3,42.5,47.1,89.7,87,834.36,6.9,63.2,29.9,93.1,10,10th
7090198,OGLETHORPE COUNTY,OGLETHORPE EL,178,840.57,10.1,45.5,44.4,89.9,176,835.93,7.4,59.7,33.0,92.6,175,837.64,13.1,44.0,42.9,86.9,179,838.99,14.5,43.6,41.9,85.5,179,825.93,16.8,60.9,22.3,83.2,10,10th
7100103,PAULDING COUNTY,BESSIE L BAG,100,843.12,5.0,47.0,48.0,95.0,100,841.66,9.0,52.0,39.0,91.0,99,840.03,9.1,51.5,39.4,90.9,101,835.85,20.8,39.6,39.6,79.2,101,821.72,17.8,64.4,17.8,82.2,11,11th
7100104,PAULDING COUNTY,LILLIAN C POO,79,836.48,16.5,41.8,41.8,83.5,78,831.22,21.8,44.9,33.3,78.2,77,834.45,18.2,44.2,37.7,81.8,79,825.23,27.8,43.0,29.1,72.2,79,808.62,30.4,63.3,6.3,69.6,11,11th
7100110,PAULDING COUNTY,BURNT HICKORY,167,849.17,4.2,38.3,57.5,95.8,167,851.57,3.0,43.1,53.9,97.0,166,851.39,7.2,41.0,51.8,92.8,167,856.45,9.0,35.9,55.1,91.0,167,845.00,4.8,50.9,44.3,95.2,11,11th
7100113,PAULDING COUNTY,WC ABNEY ELEM,162,839.81,5.6,51.9,42.6,94.4,157,835.41,12.1,53.5,34.4,87.9,163,827.18,22.7,46.6,30.7,77.3,164,836.74,18.3,41.5,40.2,81.7,164,824.80,16.5,60.4,23.2,83.5,11,11th
7100188,PAULDING COUNTY,MCGARITY ELEM,114,840.56,4.4,51.8,43.9,95.6,113,836.77,7.1,61.1,31.9,92.9,115,833.91,17.4,45.2,37.4,82.6,117,837.50,15.4,45.3,39.3,84.6,117,831.44,12.0,61.5,26.5,88.0,11,11th
7100194,PAULDING COUNTY,FLOYD L SHEL,147,844.05,6.1,48.3,45.6,93.9,144,844.29,3.5,52.8,43.8,96.5,144,850.55,5.6,39.6,54.9,94.4,148,834.74,15.5,48.0,36.5,84.5,148,828.78,11.5,66.9,21.6,88.5,11,11th
7100197,PAULDING COUNTY,SAM D PANTER,111,828.12,18.0,52.3,29.7,82.0,111,825.19,21.6,55.0,23.4,78.4,113,815.79,31.9,45.1,23.0,68.1,115,821.54,29.6,43.5,27.0,70.4,115,814.25,28.7,59.1,12.2,71.3,11,11th
7100198,PAULDING COUNTY,NEBO ELEMENTA,143,832.97,11.9,53.8,34.3,88.1,140,831.12,13.6,59.3,27.1,86.4,137,829.48,16.8,51.8,31.4,83.2,146,819.19,26.0,54.8,19.2,74.0,146,814.10,25.3,65.1,9.6,74.7,11,11th
7100199,PAULDING COUNTY,C A ROBERTS,127,841.20,5.5,49.6,44.9,94.5,131,837.05,9.9,59.5,30.5,90.1,132,834.71,13.6,50.0,36.4,86.4,132,843.64,13.6,41.7,44.7,86.4,131,833.79,11.5,55.7,32.8,88.5,11,11th
7100204,PAULDING COUNTY,ROLAND W RUS,132,845.89,3.8,45.5,50.8,96.2,129,843.47,3.9,49.6,46.5,96.1,128,845.56,7.8,46.1,46.1,92.2,132,855.00,8.3,35.6,56.1,91.7,132,835.03,10.6,55.3,34.1,89.4,11,11th
7100210,PAULDING COUNTY,SARA M RAGSD,103,834.43,13.6,57.3,29.1,86.4,103,827.99,23.3,54.4,22.3,76.7,104,823.55,24.0,48.1,27.9,76.0,107,814.19,36.4,46.7,16.8,63.6,107,814.51,28.0,57.9,14.0,72.0,11,11th
7100294,PAULDING COUNTY,NORTHSIDE ELE,90,836.97,14.4,43.3,42.2,85.6,87,829.61,16.1,56.3,27.6,83.9,89,834.80,19.1,42.7,38.2,80.9,93,829.33,20.4,46.2,33.3,79.6,93,830.41,12.9,55.9,31.2,87.1,11,11th
7100299,PAULDING COUNTY,ALLGOOD ELEM,139,831.69,13.7,56.1,30.2,86.3,139,829.78,15.8,59.0,25.2,84.2,139,818.12,29.5,46.0,24.5,70.5,139,830.32,20.9,46.0,33.1,79.1,139,818.13,20.9,67.6,11.5,79.1,11,11th
7100304,PAULDING COUNTY,CONNIE DUGAN,140,839.24,10.7,45.0,44.3,89.3,139,836.42,10.1,53.2,36.7,89.9,138,833.17,15.9,46.4,37.7,84.1,142,837.37,19.0,40.1,40.8,81.0,142,820.50,18.3,66.2,15.5,81.7,11,11th
7100310,PAULDING COUNTY,HAL HUTCHENS,104,837.21,8.7,51.9,39.4,91.3,105,832.90,9.5,64.8,25.7,90.5,105,838.05,9.5,44.8,45.7,90.5,105,830.90,14.3,55.2,30.5,85.7,105,815.41,19.0,74.3,6.7,81.0,11,11th
7100392,PAULDING COUNTY,RITCH ELEMENT,49,836.96,6.1,55.1,38.8,93.9,49,835.00,14.3,51.0,34.7,85.7,49,836.43,22.4,34.7,42.9,77.6,49,841.06,22.4,34.7,42.9,77.6,49,833.84,14.3,49.0,36.7,85.7,11,11th
7101050,PAULDING COUNTY,DALLAS ELEMEN,75,832.47,13.3,53.3,33.3,86.7,76,826.82,19.7,59.2,21.1,80.3,76,822.12,21.1,48.7,30.3,78.9,76,818.61,27.6,53.9,18.4,72.4,76,812.04,30.3,60.5,9.2,69.7,11,11th
7102052,PAULDING COUNTY,NEW GEORGIA E,61,831.43,16.4,50.8,32.8,83.6,62,830.52,14.5,54.8,30.6,85.5,61,828.62,16.4,55.7,27.9,83.6,63,828.59,27.0,36.5,36.5,73.0,63,814.32,28.6,61.9,9.5,71.4,11,11th
7104052,PAULDING COUNTY,UNION ELEMENT,72,838.35,9.7,52.8,37.5,90.3,71,836.23,14.1,49.3,36.6,85.9,71,823.96,22.5,53.5,23.9,77.5,72,824.42,22.2,51.4,26.4,77.8,72,822.82,13.9,68.1,18.1,86.1,11,11th
7105050,PAULDING COUNTY,HIRAM ELEMENT,83,843.37,8.4,38.6,53.0,91.6,84,839.52,7.1,54.8,38.1,92.9,83,838.96,10.8,45.8,43.4,89.2,85,837.32,22.4,35.3,42.4,77.6,85,824.13,20.0,60.0,20.0,80.0,11,11th
7110110,PEACH COUNTY,KAY ROAD ELEM,89,817.92,28.1,52.8,19.1,71.9,89,815.43,30.3,57.3,12.4,69.7,89,806.21,47.2,37.1,15.7,52.8,89,824.20,28.1,43.8,28.1,71.9,89,809.21,38.2,55.1,6.7,61.8,8,2nd
7110210,PEACH COUNTY,HUNT ELEMENTA,132,809.23,37.9,51.5,10.6,62.1,132,810.02,38.6,51.5,9.8,61.4,131,794.07,59.5,35.1,5.3,40.5,131,815.77,35.9,45.8,18.3,64.1,130,796.58,53.8,45.4,0.8,46.2,8,2nd
7111050,PEACH COUNTY,BYRON ELEMENT,110,828.79,15.5,57.3,27.3,84.5,110,821.67,21.8,58.2,20.0,78.2,110,814.04,33.6,47.3,19.1,66.4,111,825.54,27.0,44.1,28.8,73.0,110,815.99,22.7,63.6,13.6,77.3,8,2nd
7120103,PICKENS COUNTY,HILL CITY ELE,100,840.95,10.0,42.0,48.0,90.0,97,836.10,9.3,57.7,33.0,90.7,98,841.73,11.2,42.9,45.9,88.8,103,850.11,11.7,35.0,53.4,88.3,103,829.19,13.6,58.3,28.2,86.4,9,9th
7120106,PICKENS COUNTY,HARMONY ELEME,128,845.86,5.5,44.5,50.0,94.5,126,841.04,7.9,49.2,42.9,92.1,124,836.67,9.7,50.0,40.3,90.3,134,843.82,13.4,40.3,46.3,86.6,134,835.19,11.9,54.5,33.6,88.1,9,9th
7120203,PICKENS COUNTY,JASPER ELEMEN,90,844.90,5.6,46.7,47.8,94.4,88,841.76,5.7,59.1,35.2,94.3,87,839.13,11.5,51.7,36.8,88.5,93,846.49,15.1,35.5,49.5,84.9,93,827.34,12.9,64.5,22.6,87.1,9,9th
7120303,PICKENS COUNTY,TATE ELEMENTA,64,840.69,6.3,46.9,46.9,93.8,63,831.71,11.1,66.7,22.2,88.9,63,829.76,17.5,52.4,30.2,82.5,66,839.12,12.1,43.9,43.9,87.9,66,824.24,18.2,65.2,16.7,81.8,9,9th
7130112,PIERCE COUNTY,MIDWAY ELEMEN,77,841.61,9.1,51.9,39.0,90.9,77,839.79,9.1,50.6,40.3,90.9,77,839.64,10.4,53.2,36.4,89.6,77,838.10,16.9,48.1,35.1,83.1,77,826.83,19.5,51.9,28.6,80.5,13,1st
7130297,PIERCE COUNTY,BLACKSHEAR EL,134,834.09,12.7,51.5,35.8,87.3,134,832.89,10.4,65.7,23.9,89.6,134,833.37,14.9,50.7,34.3,85.1,136,829.13,24.3,44.9,30.9,75.7,136,818.45,27.9,58.8,13.2,72.1,13,1st
7134050,PIERCE COUNTY,PATTERSON ELE,66,843.85,9.1,40.9,50.0,90.9,66,842.92,12.1,37.9,50.0,87.9,66,826.74,19.7,56.1,24.2,80.3,66,855.83,7.6,24.2,68.2,92.4,66,824.36,15.2,69.7,15.2,84.8,13,1st
7140101,PIKE COUNTY,PIKE COUNTY E,256,837.72,8.6,52.7,38.7,91.4,254,836.39,8.7,60.6,30.7,91.3,255,830.51,16.5,50.6,32.9,83.5,265,833.77,17.4,45.7,37.0,82.6,265,818.42,21.5,65.3,13.2,78.5,5,3rd
7150174,POLK COUNTY,WESTSIDE ELEM,88,832.60,13.6,53.4,33.0,86.4,88,833.49,9.1,61.4,29.5,90.9,87,835.11,10.3,49.4,40.2,89.7,89,825.37,20.2,56.2,23.6,79.8,88,813.48,19.3,76.1,4.5,80.7,11,11th
7150183,POLK COUNTY,CHEROKEE ELEM,72,833.81,6.9,56.9,36.1,93.1,71,830.44,11.3,60.6,28.2,88.7,70,843.26,7.1,44.3,48.6,92.9,71,844.87,15.5,33.8,50.7,84.5,71,824.20,12.7,70.4,16.9,87.3,11,11th
7150188,POLK COUNTY,NORTHSIDE ELE,73,834.14,9.6,63.0,27.4,90.4,75,831.09,18.7,53.3,28.0,81.3,72,838.42,16.7,40.3,43.1,83.3,77,825.68,27.3,42.9,29.9,72.7,77,823.58,19.5,58.4,22.1,80.5,11,11th
7150207,POLK COUNTY,HARPST ACADEM,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,11,11th
7150210,POLK COUNTY,VAN WERT ELEM,90,825.77,15.6,57.8,26.7,84.4,90,827.39,12.2,66.7,21.1,87.8,92,820.20,29.3,46.7,23.9,70.7,92,802.21,50.0,38.0,12.0,50.0,92,798.37,48.9,46.7,4.3,51.1,11,11th
7150274,POLK COUNTY,EASTSIDE ELEM,133,834.47,7.5,60.2,32.3,92.5,133,834.49,13.5,53.4,33.1,86.5,133,825.68,24.8,49.6,25.6,75.2,133,836.05,15.0,46.6,38.3,85.0,133,823.51,16.5,65.4,18.0,83.5,11,11th
7150310,POLK COUNTY,YOUNGS GROVE,82,827.82,14.6,58.5,26.8,85.4,80,829.21,12.5,61.3,26.3,87.5,81,821.64,25.9,46.9,27.2,74.1,82,832.43,22.0,43.9,34.1,78.0,81,810.91,37.0,50.6,12.3,63.0,11,11th
7163050,PULASKI COUNTY,PULASKI CO EL,123,828.13,16.3,56.1,27.6,83.7,121,824.36,18.2,62.0,19.8,81.8,121,817.11,25.6,52.9,21.5,74.4,123,812.91,36.6,49.6,13.8,63.4,123,812.95,31.7,57.7,10.6,68.3,6,8th
7170113,PUTNAM COUNTY,PUTNAM ELEMEN,211,832.23,12.3,53.6,34.1,87.7,210,830.38,14.3,58.6,27.1,85.7,211,822.02,25.1,48.8,26.1,74.9,213,827.46,22.5,46.0,31.5,77.5,212,814.79,25.5,65.1,9.4,74.5,12,10th
7180199,QUITMAN COUNTY,NEW QUITMAN C,37,810.54,45.9,37.8,16.2,54.1,37,814.43,43.2,43.2,13.5,56.8,37,799.14,51.4,35.1,13.5,48.6,37,808.30,54.1,24.3,21.6,45.9,37,803.46,51.4,48.6,0.0,48.6,2,2nd
7190105,RABUN COUNTY,RABUN CO ELEM,174,834.08,7.5,57.5,35.1,92.5,173,838.10,8.1,55.5,36.4,91.9,171,836.06,7.0,57.3,35.7,93.0,175,840.17,12.6,44.0,43.4,87.4,175,823.62,12.6,72.6,14.9,87.4,14,10th
7202050,RANDOLPH COUNTY,RANDOLPH CO E,71,820.93,19.7,60.6,19.7,80.3,71,815.63,19.7,76.1,4.2,80.3,71,815.56,33.8,47.9,18.3,66.2,73,798.90,57.5,34.2,8.2,42.5,73,798.60,54.8,41.1,4.1,45.2,2,2nd
7210101,RICHMOND COUNTY,CRAIG HOUGHTO,56,822.05,17.9,58.9,23.2,82.1,56,830.84,12.5,64.3,23.2,87.5,56,811.61,32.1,50.0,17.9,67.9,57,794.21,56.1,43.9,0.0,43.9,57,828.58,5.3,77.2,17.5,94.7,1,12th
7210102,RICHMOND COUNTY,HEPHZIBAH ELE,72,827.19,19.4,52.8,27.8,80.6,72,819.31,27.8,52.8,19.4,72.2,72,812.39,40.3,41.7,18.1,59.7,73,812.19,34.2,47.9,17.8,65.8,71,803.82,38.0,60.6,1.4,62.0,1,12th
7210103,RICHMOND COUNTY,FREEDOM PARK,101,835.31,10.9,54.5,34.7,89.1,101,834.58,8.9,58.4,32.7,91.1,101,830.17,18.8,46.5,34.7,81.2,101,832.84,19.8,42.6,37.6,80.2,100,824.77,23.0,57.0,20.0,77.0,1,10th
7210104,RICHMOND COUNTY,WILKINSON GAR,69,809.45,43.5,46.4,10.1,56.5,69,807.75,40.6,56.5,2.9,59.4,69,796.54,55.1,36.2,8.7,44.9,69,795.04,55.1,40.6,4.3,44.9,68,792.71,60.3,39.7,0.0,39.7,1,12th
7210105,RICHMOND COUNTY,DEER CHASE EL,90,822.36,23.3,57.8,18.9,76.7,90,824.58,24.4,56.7,18.9,75.6,89,818.06,30.3,46.1,23.6,69.7,90,809.41,37.8,46.7,15.6,62.2,90,808.72,37.8,57.8,4.4,62.2,1,12th
7210115,RICHMOND COUNTY,WS HORNSBY,46,800.63,54.3,43.5,2.2,45.7,46,806.13,39.1,58.7,2.2,60.9,46,786.09,73.9,23.9,2.2,26.1,46,779.41,80.4,19.6,0.0,19.6,46,779.74,87.0,13.0,0.0,13.0,1,12th
7210116,RICHMOND COUNTY,LAMAR   MILLE,54,808.98,27.8,64.8,7.4,72.2,55,807.24,30.9,61.8,7.3,69.1,54,800.57,50.0,38.9,11.1,50.0,54,787.96,68.5,25.9,5.6,31.5,55,789.45,69.1,29.1,1.8,30.9,1,10th
7210177,RICHMOND COUNTY,MEADOWBROOK E,94,807.20,35.1,58.5,6.4,64.9,93,807.95,34.4,62.4,3.2,65.6,92,791.91,59.8,35.9,4.3,40.2,95,791.62,58.9,36.8,4.2,41.1,95,789.53,67.4,32.6,0.0,32.6,1,12th
7210189,RICHMOND COUNTY,JAMESTOWN ELE,55,811.55,41.8,43.6,14.5,58.2,55,811.56,36.4,54.5,9.1,63.6,55,796.36,47.3,47.3,5.5,52.7,55,793.44,58.2,36.4,5.5,41.8,55,792.87,67.3,30.9,1.8,32.7,1,12th
7210190,RICHMOND COUNTY,COLLINS ELEME,51,811.12,29.4,64.7,5.9,70.6,52,811.62,30.8,61.5,7.7,69.2,51,805.90,43.1,43.1,13.7,56.9,53,789.25,69.8,28.3,1.9,30.2,53,788.36,73.6,26.4,0.0,26.4,1,12th
7210194,RICHMOND COUNTY,GOSHEN ELEMEN,86,826.19,16.3,66.3,17.4,83.7,86,826.43,14.0,65.1,20.9,86.0,86,815.98,30.2,48.8,20.9,69.8,86,820.84,25.6,47.7,26.7,74.4,86,805.02,36.0,61.6,2.3,64.0,1,12th
7210201,RICHMOND COUNTY,SUE REYNOLDS,142,822.27,18.3,59.9,21.8,81.7,141,823.10,17.7,64.5,17.7,82.3,141,813.86,29.1,53.9,17.0,70.9,142,810.36,39.4,42.3,18.3,60.6,141,805.02,44.0,49.6,6.4,56.0,1,10th
7210205,RICHMOND COUNTY,DIAMOND LAKES,98,815.57,30.6,58.2,11.2,69.4,98,814.66,27.6,62.2,10.2,72.4,98,803.67,44.9,45.9,9.2,55.1,98,804.30,43.9,48.0,8.2,56.1,97,793.07,59.8,40.2,0.0,40.2,1,12th
7210290,RICHMOND COUNTY,WILLIS FOREMA,66,826.41,7.6,78.8,13.6,92.4,66,824.30,12.1,77.3,10.6,87.9,65,827.23,12.3,63.1,24.6,87.7,67,809.63,34.3,61.2,4.5,65.7,67,801.66,41.8,56.7,1.5,58.2,1,12th
7210294,RICHMOND COUNTY,TOBACCO ROAD,74,822.27,24.3,48.6,27.0,75.7,72,821.90,22.2,61.1,16.7,77.8,73,807.99,42.5,41.1,16.4,57.5,75,808.81,42.7,41.3,16.0,57.3,75,803.17,46.7,45.3,8.0,53.3,1,12th
7210297,RICHMOND COUNTY,MCBEAN ELEMEN,82,825.66,17.1,57.3,25.6,82.9,81,826.48,23.5,48.1,28.4,76.5,81,822.75,25.9,46.9,27.2,74.1,83,826.81,30.1,41.0,28.9,69.9,83,814.48,32.5,50.6,16.9,67.5,1,12th
7210300,RICHMOND COUNTY,LAKE FOREST H,89,838.26,15.7,39.3,44.9,84.3,84,840.12,15.5,42.9,41.7,84.5,82,838.32,13.4,48.8,37.8,86.6,89,839.72,18.0,34.8,47.2,82.0,89,833.02,16.9,47.2,36.0,83.1,1,10th
7210301,RICHMOND COUNTY,JENKINS WHITE,45,804.42,46.7,48.9,4.4,53.3,44,808.52,34.1,61.4,4.5,65.9,44,788.41,72.7,22.7,4.5,27.3,46,790.96,63.0,32.6,4.3,37.0,46,790.04,63.0,37.0,0.0,37.0,1,12th
7211054,RICHMOND COUNTY,GARRETT ELEME,42,824.14,19.0,57.1,23.8,81.0,42,831.64,11.9,66.7,21.4,88.1,41,831.59,12.2,56.1,31.7,87.8,42,822.24,21.4,61.9,16.7,78.6,42,810.71,31.0,61.9,7.1,69.0,1,10th
7211060,RICHMOND COUNTY,NATIONAL HILL,33,827.24,18.2,60.6,21.2,81.8,33,825.15,15.2,60.6,24.2,84.8,33,810.00,27.3,60.6,12.1,72.7,33,810.76,30.3,60.6,9.1,69.7,33,809.42,27.3,72.7,0.0,72.7,1,10th
7211062,RICHMOND COUNTY,ROLLINS ELEME,62,818.39,21.0,66.1,12.9,79.0,62,819.73,24.2,54.8,21.0,75.8,61,814.31,32.8,44.3,23.0,67.2,63,802.21,44.4,52.4,3.2,55.6,63,805.94,42.9,49.2,7.9,57.1,1,12th
7211064,RICHMOND COUNTY,WALKER TRADIT,95,851.24,3.2,42.1,54.7,96.8,95,848.78,2.1,49.5,48.4,97.9,95,838.51,11.6,52.6,35.8,88.4,95,852.41,4.2,44.2,51.6,95.8,95,831.20,6.3,72.6,21.1,93.7,1,10th
7211065,RICHMOND COUNTY,WINDSOR SPRIN,87,819.23,24.1,60.9,14.9,75.9,87,817.09,28.7,55.2,16.1,71.3,87,800.30,56.3,32.2,11.5,43.7,87,808.60,39.1,47.1,13.8,60.9,87,800.82,48.3,46.0,5.7,51.7,1,12th
7212050,RICHMOND COUNTY,BARTON CHAPEL,77,810.43,39.0,51.9,9.1,61.0,77,809.83,35.1,58.4,6.5,64.9,77,798.36,57.1,33.8,9.1,42.9,78,788.85,67.9,26.9,5.1,32.1,78,791.88,62.8,35.9,1.3,37.2,1,10th
7212052,RICHMOND COUNTY,COPELAND ELEM,70,817.50,22.9,57.1,20.0,77.1,70,821.19,20.0,61.4,18.6,80.0,70,810.60,35.7,48.6,15.7,64.3,70,807.47,42.9,40.0,17.1,57.1,70,800.34,50.0,44.3,5.7,50.0,1,10th
7212054,RICHMOND COUNTY,GLENN HILLS E,74,817.03,29.7,58.1,12.2,70.3,75,814.28,32.0,54.7,13.3,68.0,75,804.01,45.3,44.0,10.7,54.7,77,802.52,53.2,40.3,6.5,46.8,75,800.96,49.3,42.7,8.0,50.7,1,12th
7212058,RICHMOND COUNTY,MERRY ELEMENT,49,820.02,22.4,63.3,14.3,77.6,50,821.06,18.0,70.0,12.0,82.0,49,816.41,30.6,42.9,26.5,69.4,51,825.63,29.4,41.2,29.4,70.6,51,822.51,23.5,56.9,19.6,76.5,1,10th
7212064,RICHMOND COUNTY,WARREN ROAD E,84,842.69,6.0,48.8,45.2,94.0,84,839.55,7.1,57.1,35.7,92.9,84,837.71,11.9,50.0,38.1,88.1,85,836.45,17.6,42.4,40.0,82.4,85,825.07,16.5,60.0,23.5,83.5,1,10th
7213050,RICHMOND COUNTY,BAYVALE ELEME,60,815.08,30.0,58.3,11.7,70.0,61,817.36,29.5,50.8,19.7,70.5,60,806.52,40.0,46.7,13.3,60.0,61,808.54,49.2,36.1,14.8,50.8,61,799.36,47.5,49.2,3.3,52.5,1,12th
7214050,RICHMOND COUNTY,BLYTHE ELEMEN,41,820.59,22.0,63.4,14.6,78.0,41,812.93,29.3,65.9,4.9,70.7,41,805.46,36.6,56.1,7.3,63.4,41,809.44,34.1,56.1,9.8,65.9,41,804.17,41.5,53.7,4.9,58.5,1,12th
7214054,RICHMOND COUNTY,GRACEWOOD ELE,68,820.94,23.5,58.8,17.6,76.5,65,818.85,23.1,63.1,13.8,76.9,66,815.06,31.8,50.0,18.2,68.2,68,809.18,35.3,50.0,14.7,64.7,68,808.47,33.8,57.4,8.8,66.2,1,12th
7214058,RICHMOND COUNTY,MONTE SANO EL,61,824.00,23.0,55.7,21.3,77.0,61,826.64,6.6,77.0,16.4,93.4,60,811.12,21.7,68.3,10.0,78.3,60,807.83,41.7,48.3,10.0,58.3,60,800.67,51.7,46.7,1.7,48.3,1,10th
7214062,RICHMOND COUNTY,SOUTHSIDE ELE,54,809.70,27.8,66.7,5.6,72.2,54,815.93,16.7,75.9,7.4,83.3,54,804.04,46.3,46.3,7.4,53.7,53,802.42,43.4,50.9,5.7,56.6,53,801.98,41.5,54.7,3.8,58.5,1,12th
7214064,RICHMOND COUNTY,WHEELESS ROAD,67,825.52,11.9,71.6,16.4,88.1,67,821.90,19.4,68.7,11.9,80.6,66,806.36,43.9,42.4,13.6,56.1,68,817.62,26.5,58.8,14.7,73.5,67,800.66,43.3,50.7,6.0,56.7,1,12th
7214762,RICHMOND COUNTY,TERRACE MANOR,48,818.19,22.9,64.6,12.5,77.1,48,817.67,25.0,66.7,8.3,75.0,48,803.81,45.8,45.8,8.3,54.2,49,814.49,30.6,51.0,18.4,69.4,49,807.71,40.8,55.1,4.1,59.2,1,12th
7215054,RICHMOND COUNTY,HAINS ELEMENT,64,815.50,26.6,57.8,15.6,73.4,64,815.92,25.0,65.6,9.4,75.0,64,800.91,50.0,40.6,9.4,50.0,64,805.81,48.4,39.1,12.5,51.6,64,808.03,42.2,48.4,9.4,57.8,1,12th
