Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
7213050,RICHMOND COUNTY,BAYVALE ELEME,67,810.04,25.4,67.2,7.5,74.6,67,805.69,34.3,61.2,4.5,65.7,67,794.99,52.2,40.3,7.5,47.8,67,796.24,53.7,43.3,3.0,46.3,67,792.10,61.2,37.3,1.5,38.8
7214050,RICHMOND COUNTY,BLYTHE ELEMEN,49,820.53,20.4,61.2,18.4,79.6,49,820.08,26.5,55.1,18.4,73.5,49,807.04,38.8,51.0,10.2,61.2,49,815.69,32.7,53.1,14.3,67.3,49,809.67,32.7,63.3,4.1,67.3
7214054,RICHMOND COUNTY,GRACEWOOD ELE,74,826.18,14.9,59.5,25.7,85.1,74,821.76,21.6,60.8,17.6,78.4,73,819.07,23.3,56.2,20.5,76.7,73,813.47,39.7,42.5,17.8,60.3,73,809.38,30.1,63.0,6.8,69.9
7214058,RICHMOND COUNTY,MONTE SANO EL,67,822.28,16.4,65.7,17.9,83.6,67,817.76,20.9,65.7,13.4,79.1,67,797.88,47.8,44.8,7.5,52.2,67,807.43,43.3,49.3,7.5,56.7,67,805.88,29.9,67.2,3.0,70.1
7214062,RICHMOND COUNTY,SOUTHSIDE ELE,63,818.56,14.3,74.6,11.1,85.7,63,818.46,19.0,69.8,11.1,81.0,63,808.11,38.1,50.8,11.1,61.9,63,803.95,46.0,49.2,4.8,54.0,63,792.43,58.7,39.7,1.6,41.3
7214064,RICHMOND COUNTY,WHEELESS ROAD,83,816.82,20.5,71.1,8.4,79.5,83,814.64,30.1,56.6,13.3,69.9,83,800.57,56.6,32.5,10.8,43.4,83,800.12,44.6,49.4,6.0,55.4,83,797.37,51.8,48.2,0.0,48.2
7214762,RICHMOND COUNTY,TERRACE MANOR,50,808.86,36.0,58.0,6.0,64.0,50,807.68,48.0,40.0,12.0,52.0,50,795.88,46.0,44.0,10.0,54.0,48,798.02,50.0,45.8,4.2,50.0,49,795.98,51.0,44.9,4.1,49.0
7215054,RICHMOND COUNTY,HAINS ELEMENT,68,819.04,22.1,58.8,19.1,77.9,68,819.29,26.5,57.4,16.2,73.5,67,804.07,46.3,41.8,11.9,53.7,67,811.82,40.3,50.7,9.0,59.7,67,801.46,44.8,55.2,0.0,55.2
7220102,ROCKDALE COUNTY,PEEK S CHAPEL,101,835.01,8.9,57.4,33.7,91.1,101,834.93,7.9,58.4,33.7,92.1,101,831.69,17.8,52.5,29.7,82.2,101,825.54,19.8,57.4,22.8,80.2,101,825.88,19.8,57.4,22.8,80.2
7220174,ROCKDALE COUNTY,HONEY CREEK E,101,844.60,4.0,53.5,42.6,96.0,101,842.10,4.0,57.4,38.6,96.0,101,848.03,5.9,47.5,46.5,94.1,101,838.84,5.9,58.4,35.6,94.1,101,833.78,4.0,70.3,25.7,96.0
7220178,ROCKDALE COUNTY,BARKSDALE ELE,78,846.33,5.1,43.6,51.3,94.9,78,845.97,3.8,50.0,46.2,96.2,78,856.71,3.8,41.0,55.1,96.2,78,844.87,7.7,47.4,44.9,92.3,78,833.54,5.1,67.9,26.9,94.9
7220189,ROCKDALE COUNTY,SIMS ELEMENTA,103,832.88,13.6,57.3,29.1,86.4,103,831.80,10.7,59.2,30.1,89.3,103,827.65,21.4,47.6,31.1,78.6,103,824.16,24.3,51.5,24.3,75.7,103,817.25,21.4,70.9,7.8,78.6
7220194,ROCKDALE COUNTY,SHOAL CREEK E,123,832.44,8.1,64.2,27.6,91.9,123,827.00,11.4,67.5,21.1,88.6,123,832.07,14.6,57.7,27.6,85.4,123,824.20,18.7,59.3,22.0,81.3,123,818.55,21.1,64.2,14.6,78.9
7220197,ROCKDALE COUNTY,LORRAINE ELEM,137,850.42,1.5,50.4,48.2,98.5,137,844.54,1.5,56.2,42.3,98.5,137,853.24,4.4,43.1,52.6,95.6,137,854.42,1.5,40.9,57.7,98.5,137,847.72,1.5,57.7,40.9,98.5
7220289,ROCKDALE COUNTY,HIGHTOWER TRA,124,828.89,16.1,57.3,26.6,83.9,124,826.89,16.1,62.9,21.0,83.9,124,826.49,23.4,50.0,26.6,76.6,124,823.08,18.5,62.1,19.4,81.5,123,812.98,24.4,68.3,7.3,75.6
7222050,ROCKDALE COUNTY,FLAT SHOALS E,118,834.02,7.6,58.5,33.9,92.4,118,831.90,16.1,50.8,33.1,83.9,118,833.85,18.6,52.5,28.8,81.4,118,827.66,16.1,57.6,26.3,83.9,118,825.19,15.3,62.7,22.0,84.7
7222052,ROCKDALE COUNTY,PINE STREET E,97,834.48,2.1,66.0,32.0,97.9,97,834.49,8.2,60.8,30.9,91.8,97,829.97,18.6,52.6,28.9,81.4,97,831.97,7.2,64.9,27.8,92.8,97,828.53,10.3,70.1,19.6,89.7
7224050,ROCKDALE COUNTY,HICKS ELEMENT,118,833.64,9.3,58.5,32.2,90.7,118,831.19,14.4,62.7,22.9,85.6,120,828.78,25.8,42.5,31.7,74.2,120,821.18,18.3,67.5,14.2,81.7,118,818.75,19.5,70.3,10.2,80.5
7225050,ROCKDALE COUNTY,HOUSE ELEMENT,102,833.58,7.8,63.7,28.4,92.2,102,836.87,4.9,61.8,33.3,95.1,102,833.82,15.7,50.0,34.3,84.3,102,838.28,5.9,57.8,36.3,94.1,102,835.73,5.9,65.7,28.4,94.1
7230198,SCHLEY COUNTY,SCHLEY COUNTY,107,846.97,1.9,48.6,49.5,98.1,107,838.75,1.9,57.0,41.1,98.1,107,854.64,3.7,38.3,57.9,96.3,107,843.72,2.8,57.0,40.2,97.2,107,836.12,4.7,63.6,31.8,95.3
7240191,SCREVEN COUNTY,SCREVEN CO EL,170,828.71,9.4,67.6,22.9,90.6,170,822.55,15.3,68.2,16.5,84.7,170,819.08,30.0,49.4,20.6,70.0,170,811.90,32.4,55.9,11.8,67.6,170,803.91,38.8,60.0,1.2,61.2
7250296,SEMINOLE COUNTY,SEMINOLE CO E,129,831.99,9.3,62.8,27.9,90.7,129,830.92,14.0,57.4,28.7,86.0,129,822.17,29.5,45.7,24.8,70.5,129,818.49,33.3,48.8,17.8,66.7,129,804.47,42.6,54.3,3.1,57.4
7260103,SPALDING COUNTY,MORELAND ROAD,82,828.73,8.5,68.3,23.2,91.5,82,826.07,13.4,61.0,25.6,86.6,82,825.46,19.5,59.8,20.7,80.5,82,817.29,26.8,61.0,12.2,73.2,82,810.41,36.6,59.8,3.7,63.4
7260192,SPALDING COUNTY,COWAN ROAD EL,84,827.74,16.7,57.1,26.2,83.3,84,819.99,25.0,56.0,19.0,75.0,84,818.77,31.0,46.4,22.6,69.0,84,809.30,36.9,50.0,13.1,63.1,84,798.76,51.2,47.6,1.2,48.8
7260195,SPALDING COUNTY,JORDAN HILL R,74,831.51,8.1,64.9,27.0,91.9,74,828.20,14.9,63.5,21.6,85.1,74,831.28,17.6,48.6,33.8,82.4,74,831.54,14.9,55.4,29.7,85.1,73,810.88,28.8,64.4,6.8,71.2
7260199,SPALDING COUNTY,FUTRAL ROAD E,122,842.33,7.4,49.2,43.4,92.6,122,836.26,7.4,58.2,34.4,92.6,122,848.46,11.5,41.8,46.7,88.5,122,834.33,13.9,47.5,38.5,86.1,122,823.81,11.5,73.8,14.8,88.5
7261050,SPALDING COUNTY,ANNE STREET E,66,820.12,15.2,75.8,9.1,84.8,66,809.74,28.8,69.7,1.5,71.2,66,828.98,13.6,56.1,30.3,86.4,65,797.42,55.4,41.5,3.1,44.6,65,791.31,58.5,41.5,0.0,41.5
7261052,SPALDING COUNTY,JACKSON ROAD,79,830.35,10.1,67.1,22.8,89.9,79,822.51,19.0,63.3,17.7,81.0,79,823.73,30.4,43.0,26.6,69.6,79,817.24,30.4,53.2,16.5,69.6,79,809.03,32.9,62.0,5.1,67.1
7261550,SPALDING COUNTY,ATKINSON ELEM,58,823.98,12.1,74.1,13.8,87.9,58,824.52,10.3,70.7,19.0,89.7,58,818.79,24.1,65.5,10.3,75.9,58,807.10,36.2,60.3,3.4,63.8,58,801.69,43.1,56.9,0.0,56.9
7261750,SPALDING COUNTY,BEAVERBROOK E,77,824.30,7.8,71.4,20.8,92.2,77,815.99,22.1,72.7,5.2,77.9,77,813.99,32.5,49.4,18.2,67.5,77,809.91,33.8,58.4,7.8,66.2,77,794.91,54.5,45.5,0.0,45.5
7262050,SPALDING COUNTY,CRESCENT ROAD,74,843.39,2.7,59.5,37.8,97.3,74,839.76,4.1,62.2,33.8,95.9,74,854.45,8.1,37.8,54.1,91.9,74,834.16,9.5,55.4,35.1,90.5,73,821.11,13.7,74.0,12.3,86.3
7262552,SPALDING COUNTY,MOORE ELEMENT,55,818.64,18.2,74.5,7.3,81.8,55,820.84,20.0,69.1,10.9,80.0,55,825.76,23.6,50.9,25.5,76.4,55,795.35,52.7,47.3,0.0,47.3,55,796.20,54.5,45.5,0.0,45.5
7264052,SPALDING COUNTY,ORRS ELEMENTA,87,828.62,10.3,66.7,23.0,89.7,87,825.95,14.9,64.4,20.7,85.1,87,822.26,20.7,62.1,17.2,79.3,87,811.52,28.7,63.2,8.0,71.3,87,801.29,36.8,62.1,1.1,63.2
7270187,STEPHENS COUNTY,LIBERTY ELEME,69,845.23,4.3,49.3,46.4,95.7,68,847.87,2.9,51.5,45.6,97.1,68,853.97,2.9,38.2,58.8,97.1,68,842.99,4.4,50.0,45.6,95.6,68,839.78,5.9,55.9,38.2,94.1
7270195,STEPHENS COUNTY,BIG A ELEMENT,74,850.23,1.4,44.6,54.1,98.6,74,852.58,1.4,41.9,56.8,98.6,74,865.12,1.4,31.1,67.6,98.6,74,855.50,4.1,35.1,60.8,95.9,74,843.57,2.7,63.5,33.8,97.3
7270197,STEPHENS COUNTY,TOCCOA ELEMEN,84,841.82,4.8,52.4,42.9,95.2,84,837.07,8.3,58.3,33.3,91.7,84,839.60,16.7,44.0,39.3,83.3,84,841.30,6.0,54.8,39.3,94.0,84,833.08,10.7,59.5,29.8,89.3
7270295,STEPHENS COUNTY,EASTANOLLEE E,88,838.10,4.5,59.1,36.4,95.5,88,837.72,9.1,52.3,38.6,90.9,88,837.73,13.6,40.9,45.5,86.4,88,841.57,10.2,45.5,44.3,89.8,88,829.49,14.8,59.1,26.1,85.2
7280192,STEWART COUNTY,STEWART CO EL,26,827.69,3.8,88.5,7.7,96.2,26,819.50,23.1,61.5,15.4,76.9,26,828.04,15.4,53.8,30.8,84.6,26,801.46,38.5,61.5,0.0,61.5,26,801.58,38.5,57.7,3.8,61.5
7290188,SUMTER COUNTY,SUMTER CO ELE,227,822.72,19.4,59.0,21.6,80.6,228,822.54,17.1,63.6,19.3,82.9,229,817.68,31.0,48.5,20.5,69.0,229,814.89,33.6,52.0,14.4,66.4,228,809.38,33.3,58.8,7.9,66.7
7290395,SUMTER COUNTY,SARAH COBB EL,124,817.90,19.4,67.7,12.9,80.6,124,818.40,26.6,55.6,17.7,73.4,124,812.26,37.1,49.2,13.7,62.9,124,810.52,37.1,49.2,13.7,62.9,124,808.17,35.5,60.5,4.0,64.5
7300190,TALBOT COUNTY,CENTRAL ELEME,40,802.73,40.0,60.0,0.0,60.0,40,809.75,27.5,67.5,5.0,72.5,40,785.25,67.5,32.5,0.0,32.5,40,798.55,42.5,52.5,5.0,57.5,40,796.03,52.5,47.5,0.0,47.5
7310102,TALIAFERRO COUNTY,TALIAFERRO SC,11,819.00,18.2,72.7,9.1,81.8,11,823.64,27.3,36.4,36.4,72.7,11,823.45,36.4,45.5,18.2,63.6,11,816.64,27.3,54.5,18.2,72.7,11,806.27,27.3,63.6,9.1,72.7
7320301,TATTNALL COUNTY,COLLINS ELEME,52,845.19,3.8,55.8,40.4,96.2,52,832.88,9.6,59.6,30.8,90.4,52,846.10,15.4,34.6,50.0,84.6,52,836.06,13.5,48.1,38.5,86.5,52,817.67,23.1,61.5,15.4,76.9
7320501,TATTNALL COUNTY,GLENNVILLE EL,107,836.93,3.7,59.8,36.4,96.3,107,831.22,12.1,60.7,27.1,87.9,107,827.73,23.4,50.5,26.2,76.6,107,826.57,15.9,63.6,20.6,84.1,107,812.41,20.6,73.8,5.6,79.4
7320601,TATTNALL COUNTY,REIDSVILLE EL,100,836.10,5.0,67.0,28.0,95.0,100,825.27,15.0,68.0,17.0,85.0,101,824.65,26.7,43.6,29.7,73.3,101,834.12,13.9,51.5,34.7,86.1,99,822.91,9.1,79.8,11.1,90.9
7330105,TAYLOR COUNTY,TAYLOR CO UPP,110,824.93,20.9,50.0,29.1,79.1,110,821.85,23.6,53.6,22.7,76.4,110,819.21,34.5,40.0,25.5,65.5,110,810.43,30.9,61.8,7.3,69.1,110,805.62,42.7,52.7,4.5,57.3
7330205,TAYLOR COUNTY,TAYLOR CO MID,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--
7340104,TELFAIR COUNTY,TELFAIR CO EL,161,827.16,16.8,58.4,24.8,83.2,161,822.78,19.3,62.7,18.0,80.7,161,818.50,32.9,44.7,22.4,67.1,161,815.26,32.9,50.3,16.8,67.1,157,808.11,36.9,54.1,8.9,63.1
7351050,TERRELL COUNTY,CARVER ELEMEN,123,826.05,11.4,66.7,22.0,88.6,123,832.26,11.4,61.8,26.8,88.6,123,830.67,16.3,54.5,29.3,83.7,123,824.60,15.4,63.4,21.1,84.6,123,819.78,15.4,72.4,12.2,84.6
7360194,THOMAS COUNTY,CROSS CREEK E,368,838.86,7.6,56.3,36.1,92.4,368,831.35,10.6,62.2,27.2,89.4,368,836.88,18.5,42.1,39.4,81.5,367,830.41,18.0,51.0,31.1,82.0,365,816.09,25.8,64.7,9.6,74.2
7370104,TIFT COUNTY,ANNIE BELLE C,181,837.51,6.1,58.6,35.4,93.9,179,836.02,6.1,62.0,31.8,93.9,179,836.34,12.3,53.1,34.6,87.7,179,828.98,14.0,61.5,24.6,86.0,179,818.49,20.1,66.5,13.4,79.9
7370173,TIFT COUNTY,G O BAILEY PR,128,836.12,4.7,63.3,32.0,95.3,128,832.15,8.6,62.5,28.9,91.4,128,830.00,18.8,51.6,29.7,81.3,128,826.41,18.8,57.0,24.2,81.3,128,816.73,21.1,67.2,11.7,78.9
7372050,TIFT COUNTY,LEN LASTINGER,101,837.65,6.9,57.4,35.6,93.1,101,835.07,9.9,52.5,37.6,90.1,102,835.89,10.8,55.9,33.3,89.2,102,831.87,17.6,51.0,31.4,82.4,101,818.58,22.8,62.4,14.9,77.2
7373050,TIFT COUNTY,NORTHSIDE PRI,100,837.91,4.0,61.0,35.0,96.0,100,831.85,6.0,67.0,27.0,94.0,101,829.45,19.8,57.4,22.8,80.2,101,833.81,11.9,61.4,26.7,88.1,100,821.71,17.0,67.0,16.0,83.0
7374050,TIFT COUNTY,OMEGA ELEMENT,58,835.12,3.4,65.5,31.0,96.6,58,831.36,10.3,62.1,27.6,89.7,58,837.10,13.8,43.1,43.1,86.2,58,826.31,20.7,55.2,24.1,79.3,58,814.59,27.6,60.3,12.1,72.4
7380204,TOOMBS COUNTY,LYONS UPPER E,164,829.07,11.0,62.8,26.2,89.0,162,827.85,24.1,46.9,29.0,75.9,162,829.60,27.2,38.9,34.0,72.8,162,828.96,19.8,48.8,31.5,80.2,162,819.99,20.4,64.2,15.4,79.6
7384050,TOOMBS COUNTY,TOOMBS CENTRA,73,830.37,12.3,53.4,34.2,87.7,73,829.10,9.6,65.8,24.7,90.4,73,823.89,32.9,42.5,24.7,67.1,72,833.26,19.4,45.8,34.7,80.6,73,818.92,23.3,60.3,16.4,76.7
7390103,TOWNS COUNTY,TOWNS CO ELEM,84,841.33,6.0,56.0,38.1,94.0,84,831.40,10.7,59.5,29.8,89.3,84,832.48,14.3,54.8,31.0,85.7,84,835.56,20.2,42.9,36.9,79.8,84,815.43,25.0,61.9,13.1,75.0
7402050,TREUTLEN COUNTY,TREUTLEN ELEM,100,834.60,9.0,55.0,36.0,91.0,100,829.95,19.0,51.0,30.0,81.0,100,830.30,22.0,41.0,37.0,78.0,100,837.89,19.0,39.0,42.0,81.0,100,825.80,18.0,57.0,25.0,82.0
7410109,TROUP COUNTY,CALLAWAY ELEM,81,838.65,6.2,56.8,37.0,93.8,81,833.75,11.1,61.7,27.2,88.9,82,840.46,11.0,50.0,39.0,89.0,82,828.32,9.8,65.9,24.4,90.2,81,830.60,6.2,65.4,28.4,93.8
7410187,TROUP COUNTY,WEST POINT EL,63,833.67,7.9,63.5,28.6,92.1,63,830.05,9.5,69.8,20.6,90.5,63,837.59,15.9,46.0,38.1,84.1,63,822.60,17.5,71.4,11.1,82.5,63,826.92,12.7,66.7,20.6,87.3
7410189,TROUP COUNTY,LONG CANE ELE,77,839.22,9.1,53.2,37.7,90.9,77,829.39,15.6,57.1,27.3,84.4,77,832.19,16.9,48.1,35.1,83.1,77,837.18,10.4,49.4,40.3,89.6,77,830.92,10.4,67.5,22.1,89.6
7410194,TROUP COUNTY,HOLLIS HAND E,75,847.92,2.7,45.3,52.0,97.3,75,842.85,8.0,42.7,49.3,92.0,75,846.87,22.7,29.3,48.0,77.3,75,835.24,17.3,48.0,34.7,82.7,75,825.51,13.3,66.7,20.0,86.7
7410205,TROUP COUNTY,FRANKLIN FORE,70,842.64,8.6,44.3,47.1,91.4,70,836.30,8.6,54.3,37.1,91.4,70,842.01,14.3,41.4,44.3,85.7,70,831.94,15.7,52.9,31.4,84.3,70,831.07,12.9,57.1,30.0,87.1
7410397,TROUP COUNTY,HOGANSVILLE E,54,833.09,5.6,61.1,33.3,94.4,54,828.15,11.1,64.8,24.1,88.9,54,830.19,18.5,51.9,29.6,81.5,54,824.59,16.7,64.8,18.5,83.3,54,816.74,18.5,70.4,11.1,81.5
7410497,TROUP COUNTY,WHITESVILLE R,61,829.28,11.5,63.9,24.6,88.5,61,825.69,23.0,55.7,21.3,77.0,61,820.67,36.1,42.6,21.3,63.9,59,827.37,16.9,61.0,22.0,83.1,59,820.37,20.3,67.8,11.9,79.7
7410597,TROUP COUNTY,ETHEL KIGHT M,71,837.28,7.0,54.9,38.0,93.0,71,833.37,18.3,45.1,36.6,81.7,71,838.25,16.9,36.6,46.5,83.1,71,830.79,18.3,46.5,35.2,81.7,71,826.18,19.7,52.1,28.2,80.3
7410697,TROUP COUNTY,WEST SIDE MAG,62,842.50,3.2,58.1,38.7,96.8,62,833.47,4.8,62.9,32.3,95.2,62,831.63,24.2,46.8,29.0,75.8,62,830.13,16.1,59.7,24.2,83.9,62,821.52,17.7,72.6,9.7,82.3
7411054,TROUP COUNTY,UNITY ELEMENT,63,827.65,9.5,69.8,20.6,90.5,63,824.33,12.7,68.3,19.0,87.3,63,806.05,36.5,57.1,6.3,63.5,63,812.70,23.8,71.4,4.8,76.2,62,805.31,32.3,67.7,0.0,67.7
7413050,TROUP COUNTY,HILLCREST ELE,47,848.19,6.4,38.3,55.3,93.6,47,844.98,4.3,44.7,51.1,95.7,47,858.19,6.4,21.3,72.3,93.6,47,841.13,4.3,48.9,46.8,95.7,47,827.09,14.9,55.3,29.8,85.1
7414050,TROUP COUNTY,MOUNTVILLE EL,52,832.08,11.5,63.5,25.0,88.5,52,835.00,13.5,53.8,32.7,86.5,53,843.72,18.9,30.2,50.9,81.1,53,819.02,15.1,67.9,17.0,84.9,52,818.02,17.3,75.0,7.7,82.7
7414052,TROUP COUNTY,CANNON STREET,37,821.11,10.8,70.3,18.9,89.2,37,818.70,16.2,70.3,13.5,83.8,37,806.95,32.4,62.2,5.4,67.6,36,803.42,41.7,55.6,2.8,58.3,36,796.89,55.6,44.4,0.0,44.4
7415050,TROUP COUNTY,ROSEMONT ELEM,84,848.67,4.8,35.7,59.5,95.2,84,840.27,6.0,54.8,39.3,94.0,84,833.67,15.5,51.2,33.3,84.5,83,837.48,12.0,54.2,33.7,88.0,83,825.76,16.9,62.7,20.5,83.1
7415052,TROUP COUNTY,BERTA WEATHER,66,822.74,13.6,71.2,15.2,86.4,66,821.85,25.8,54.5,19.7,74.2,66,821.55,25.8,50.0,24.2,74.2,66,810.88,40.9,48.5,10.6,59.1,66,798.71,47.0,47.0,6.1,53.0
7420196,TURNER COUNTY,TURNER CO ELE,132,825.47,15.9,60.6,23.5,84.1,132,826.42,18.2,59.1,22.7,81.8,132,838.24,18.2,42.4,39.4,81.8,132,826.20,24.2,46.2,29.5,75.8,132,807.04,36.4,56.1,7.6,63.6
7430107,TWIGGS COUNTY,JEFFERSONVILL,62,817.95,25.8,54.8,19.4,74.2,62,813.76,30.6,56.5,12.9,69.4,62,807.34,46.8,33.9,19.4,53.2,62,806.27,45.2,45.2,9.7,54.8,62,794.58,51.6,48.4,0.0,48.4
7440103,UNION COUNTY,UNION CO ELEM,213,846.95,1.9,51.6,46.5,98.1,213,840.00,3.8,57.3,39.0,96.2,213,839.79,11.7,49.3,39.0,88.3,213,846.24,5.6,49.8,44.6,94.4,213,830.24,7.5,70.9,21.6,92.5
7443050,UNION COUNTY,WOODY GAP HIG,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--,8,--,--,--,--,--
7450105,THOMASTON UPSON COUN,UPSON LEE SOU,356,834.80,9.0,59.0,32.0,91.0,355,831.71,10.4,61.7,27.9,89.6,356,829.15,21.3,46.9,31.7,78.7,355,830.03,16.1,54.9,29.0,83.9,355,826.13,14.1,66.2,19.7,85.9
7460100,WALKER COUNTY,ROCK SPRING E,58,839.97,5.2,58.6,36.2,94.8,58,834.66,8.6,62.1,29.3,91.4,57,837.42,12.3,59.6,28.1,87.7,57,837.33,5.3,64.9,29.8,94.7,57,814.04,19.3,73.7,7.0,80.7
7460194,WALKER COUNTY,ROSSVILLE ELE,84,832.18,7.1,64.3,28.6,92.9,84,834.05,7.1,64.3,28.6,92.9,84,836.56,16.7,51.2,32.1,83.3,84,830.88,13.1,59.5,27.4,86.9,84,822.23,19.0,63.1,17.9,81.0
7460195,WALKER COUNTY,GILBERT ELEME,77,836.27,6.5,53.2,40.3,93.5,77,829.55,13.0,61.0,26.0,87.0,77,831.56,15.6,49.4,35.1,84.4,77,828.64,19.5,53.2,27.3,80.5,77,823.97,15.6,70.1,14.3,84.4
7460199,WALKER COUNTY,CHEROKEE RIDG,138,837.27,5.1,60.1,34.8,94.9,138,829.26,11.6,59.4,29.0,88.4,138,833.54,23.2,37.7,39.1,76.8,138,826.80,18.1,56.5,25.4,81.9,138,819.17,21.0,65.9,13.0,79.0
7460200,WALKER COUNTY,NORTH LAFAYET,93,838.38,6.5,51.6,41.9,93.5,93,830.97,11.8,58.1,30.1,88.2,93,829.98,24.7,37.6,37.6,75.3,93,838.62,9.7,50.5,39.8,90.3,93,826.04,14.0,62.4,23.7,86.0
7462052,WALKER COUNTY,FAIRYLAND ELE,50,848.00,4.0,52.0,44.0,96.0,50,841.30,4.0,60.0,36.0,96.0,50,841.50,10.0,48.0,42.0,90.0,50,842.08,2.0,62.0,36.0,98.0,50,833.92,8.0,68.0,24.0,92.0
7462056,WALKER COUNTY,NAOMI ELEMENT,70,830.76,12.9,62.9,24.3,87.1,70,826.17,17.1,61.4,21.4,82.9,70,827.51,22.9,48.6,28.6,77.1,70,826.37,15.7,61.4,22.9,84.3,70,816.71,18.6,70.0,11.4,81.4
7464050,WALKER COUNTY,CHATTANOOGA E,96,835.05,8.3,60.4,31.3,91.7,96,829.86,11.5,60.4,28.1,88.5,96,835.15,25.0,38.5,36.5,75.0,96,832.57,13.5,60.4,26.0,86.5,96,828.93,12.5,63.5,24.0,87.5
7465052,WALKER COUNTY,STONE CREEK E,76,837.13,6.6,57.9,35.5,93.4,76,833.45,7.9,65.8,26.3,92.1,76,831.72,15.8,52.6,31.6,84.2,76,828.29,13.2,59.2,27.6,86.8,76,820.86,9.2,80.3,10.5,90.8
7470101,WALTON COUNTY,ATHA ROAD ELE,120,833.76,16.7,44.2,39.2,83.3,120,831.60,17.5,46.7,35.8,82.5,120,835.97,18.3,45.0,36.7,81.7,118,826.28,22.9,49.2,28.0,77.1,118,815.66,28.0,59.3,12.7,72.0
7470105,WALTON COUNTY,MONROE ELEMEN,141,824.50,21.3,56.7,22.0,78.7,141,824.83,25.5,47.5,27.0,74.5,141,829.51,24.1,41.1,34.8,75.9,141,809.38,39.0,51.1,9.9,61.0,141,801.28,44.0,51.1,5.0,56.0
7470108,WALTON COUNTY,SHARON ELEMEN,133,845.88,0.8,50.4,48.9,99.2,133,842.80,3.8,57.1,39.1,96.2,133,859.24,4.5,38.3,57.1,95.5,132,833.61,8.3,63.6,28.0,91.7,132,825.39,9.8,73.5,16.7,90.2
7470176,WALTON COUNTY,BAY CREEK ELE,112,847.96,6.3,42.9,50.9,93.8,111,847.95,4.5,45.9,49.5,95.5,112,862.26,5.4,32.1,62.5,94.6,111,843.04,6.3,52.3,41.4,93.7,111,836.21,6.3,60.4,33.3,93.7
7470191,WALTON COUNTY,LOGANVILLE EL,95,839.63,7.4,51.6,41.1,92.6,96,838.83,10.4,52.1,37.5,89.6,96,841.93,9.4,53.1,37.5,90.6,95,833.01,11.6,57.9,30.5,88.4,96,831.27,9.4,66.7,24.0,90.6
7470195,WALTON COUNTY,WALNUT GROVE,82,831.59,11.0,61.0,28.0,89.0,82,823.11,15.9,68.3,15.9,84.1,82,829.29,20.7,48.8,30.5,79.3,81,827.00,17.3,60.5,22.2,82.7,82,813.85,26.8,63.4,9.8,73.2
7470202,WALTON COUNTY,YOUTH ELEMENT,117,843.41,5.1,45.3,49.6,94.9,117,844.44,6.0,48.7,45.3,94.0,117,842.68,15.4,37.6,47.0,84.6,117,840.72,7.7,50.4,41.9,92.3,117,833.44,5.1,70.1,24.8,94.9
7471052,WALTON COUNTY,BLAINE ST ELE,107,822.62,17.8,58.9,23.4,82.2,106,824.94,21.7,58.5,19.8,78.3,107,821.81,29.9,44.9,25.2,70.1,107,809.41,41.1,43.0,15.9,58.9,107,802.26,45.8,48.6,5.6,54.2
7472052,WALTON COUNTY,WALKER PARK E,117,827.95,13.7,59.0,27.4,86.3,117,819.47,23.1,59.8,17.1,76.9,117,821.44,27.4,47.9,24.8,72.6,115,816.54,30.4,47.8,21.7,69.6,113,809.45,40.7,45.1,14.2,59.3
7480194,WARE COUNTY,WARE MAGNET S,20,847.85,5.0,45.0,50.0,95.0,20,838.95,0.0,70.0,30.0,100.0,20,849.30,5.0,55.0,40.0,95.0,20,850.95,5.0,35.0,60.0,95.0,20,837.90,5.0,65.0,30.0,95.0
7480196,WARE COUNTY,WILLIAMS HEIG,64,845.53,1.6,56.3,42.2,98.4,64,846.33,1.6,57.8,40.6,98.4,64,855.63,3.1,40.6,56.3,96.9,64,846.72,4.7,54.7,40.6,95.3,63,845.30,1.6,52.4,46.0,98.4
7480296,WARE COUNTY,CENTER ELEMEN,92,825.38,18.5,56.5,25.0,81.5,92,821.90,22.8,52.2,25.0,77.2,92,816.83,38.0,40.2,21.7,62.0,92,818.78,32.6,39.1,28.3,67.4,92,809.96,31.5,56.5,12.0,68.5
