,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District,
6670405,GWINNETT COUNTY,GLENN C JONE,406,844.62,1.7,50.0,48.3,98.3,406,857.70,1.0,29.1,70.0,99.0,398,868.53,1.3,28.4,70.4,98.7,416,865.06,4.1,26.9,69.0,95.9,416,888.15,5.5,11.1,83.4,94.5,7,7th,
6670497,GWINNETT COUNTY,MCCONNELL MID,470,840.71,3.2,60.6,36.2,96.8,472,852.20,1.7,42.4,55.9,98.3,470,860.41,2.3,34.9,62.8,97.7,482,857.99,5.2,36.9,57.9,94.8,480,874.98,6.7,18.3,75.0,93.3,7,7th,
6670905,GWINNETT COUNTY,DULUTH MIDDLE,551,839.13,6.2,55.5,38.3,93.8,552,853.97,4.3,32.1,63.6,95.7,551,859.62,4.5,39.2,56.3,95.5,560,860.83,6.8,30.2,63.0,93.2,559,873.23,8.8,19.1,72.1,91.2,7,7th,
6671010,GWINNETT COUNTY,BAY CREEK MID,319,840.83,1.3,59.9,38.9,98.7,320,858.03,0.9,33.1,65.9,99.1,315,863.94,1.9,35.6,62.5,98.1,320,869.30,1.9,24.4,73.8,98.1,320,885.79,3.4,15.9,80.6,96.6,7,7th,
6671012,GWINNETT COUNTY,GRACE SNELL M,405,831.47,6.7,71.1,22.2,93.3,405,845.58,4.0,50.6,45.4,96.0,404,844.17,8.7,48.8,42.6,91.3,412,848.30,8.5,40.3,51.2,91.5,411,858.23,12.2,26.0,61.8,87.8,7,7th,
6671056,GWINNETT COUNTY,LILBURN MIDDL,404,826.91,9.4,72.8,17.8,90.6,407,839.32,6.1,55.0,38.8,93.9,410,840.50,12.2,49.5,38.3,87.8,420,834.45,16.9,49.3,33.8,83.1,420,831.62,26.9,34.8,38.3,73.1,7,13th,
6671210,GWINNETT COUNTY,COUCH MIDDLE,337,842.90,0.9,56.4,42.7,99.1,337,856.31,1.5,30.0,68.5,98.5,337,863.52,1.2,32.6,66.2,98.8,338,863.38,2.1,28.7,69.2,97.9,339,879.82,3.5,16.5,79.9,96.5,7,7th,
6671505,GWINNETT COUNTY,LOUISE RADLOF,490,826.89,6.5,77.1,16.3,93.5,491,842.66,6.3,52.5,41.1,93.7,490,845.94,8.0,49.4,42.7,92.0,506,843.49,14.2,41.7,44.1,85.8,506,846.06,22.5,29.4,48.0,77.5,7,7th,
6671510,GWINNETT COUNTY,NORTH GWINNET,643,851.80,0.9,41.4,57.7,99.1,645,862.98,0.8,24.3,74.9,99.2,637,877.05,0.8,17.1,82.1,99.2,647,876.38,1.7,18.5,79.8,98.3,647,901.51,1.7,8.0,90.3,98.3,7,7th,
6671610,GWINNETT COUNTY,TWIN RIVERS M,476,845.68,1.5,50.8,47.7,98.5,480,862.05,1.5,28.3,70.2,98.5,474,864.19,0.8,32.5,66.7,99.2,487,874.08,2.3,19.3,78.4,97.7,485,896.32,2.1,10.9,87.0,97.9,7,7th,
6672058,GWINNETT COUNTY,SNELLVILLE MI,268,830.49,2.2,78.4,19.4,97.8,267,844.14,1.5,55.8,42.7,98.5,266,843.70,5.3,54.1,40.6,94.7,274,848.97,6.9,45.6,47.4,93.1,273,852.27,9.5,37.0,53.5,90.5,7,7th,
6674058,GWINNETT COUNTY,SUMMEROUR MID,354,824.09,12.1,73.2,14.7,87.9,355,835.25,9.3,58.3,32.4,90.7,355,833.70,8.5,64.2,27.3,91.5,363,833.35,18.5,49.3,32.2,81.5,363,821.66,32.0,41.6,26.4,68.0,7,4th,
6680196,HABERSHAM COUNTY,NORTH HABERSH,249,835.60,5.2,64.3,30.5,94.8,247,846.76,1.2,50.2,48.6,98.8,240,842.55,4.6,55.8,39.6,95.4,251,851.30,9.6,39.0,51.4,90.4,251,843.82,16.3,34.3,49.4,83.7,14,10th,
6680296,HABERSHAM COUNTY,SOUTH HABERSH,256,831.18,10.2,64.5,25.4,89.8,255,845.56,6.7,42.0,51.4,93.3,249,840.98,7.6,51.4,41.0,92.4,263,828.17,20.5,51.0,28.5,79.5,262,842.19,20.2,35.9,43.9,79.8,14,10th,
6690100,HALL COUNTY,C W DAVIS MID,364,832.37,7.1,67.9,25.0,92.9,360,840.61,5.6,54.2,40.3,94.4,362,846.29,6.6,50.3,43.1,93.4,375,842.19,13.6,43.5,42.9,86.4,372,852.32,13.2,29.3,57.5,86.8,14,9th,
6690105,HALL COUNTY,LANIER CAREER,16,796.44,56.3,37.5,6.3,43.8,16,799.13,62.5,25.0,12.5,37.5,16,795.38,62.5,31.3,6.3,37.5,16,788.94,75.0,18.8,6.3,25.0,16,781.00,75.0,12.5,12.5,25.0,14,9th,
6690200,HALL COUNTY,CHESTATEE MID,332,828.40,7.2,74.4,18.4,92.8,330,836.48,6.7,58.2,35.2,93.3,328,837.30,8.8,57.0,34.1,91.2,345,837.83,17.1,44.3,38.6,82.9,344,834.50,22.7,36.6,40.7,77.3,14,9th,
6690289,HALL COUNTY,EAST HALL MID,282,825.91,8.5,75.9,15.6,91.5,281,835.86,7.5,58.7,33.8,92.5,286,838.60,8.7,53.8,37.4,91.3,293,832.83,21.2,42.3,36.5,78.8,290,858.09,17.2,23.4,59.3,82.8,14,9th,
6690294,HALL COUNTY,WEST HALL MID,255,824.72,16.5,65.1,18.4,83.5,258,831.36,14.0,53.9,32.2,86.0,256,826.61,18.8,61.3,19.9,81.3,259,827.43,25.1,44.4,30.5,74.9,258,833.34,25.6,35.7,38.8,74.4,14,9th,
6690389,HALL COUNTY,NORTH HALL MI,286,836.07,3.8,63.3,32.9,96.2,282,845.88,4.6,47.5,47.9,95.4,275,840.57,4.4,59.6,36.0,95.6,287,837.53,13.9,46.3,39.7,86.1,287,836.15,24.4,33.8,41.8,75.6,14,9th,
6694556,HALL COUNTY,SOUTH HALL MI,386,827.10,12.7,68.1,19.2,87.3,382,835.74,6.8,61.3,31.9,93.2,385,839.79,8.3,56.6,35.1,91.7,396,832.19,20.7,45.2,34.1,79.3,392,842.29,21.7,33.7,44.6,78.3,14,9th,
6700106,HANCOCK COUNTY,HANCOCK MIDDL,81,818.99,11.1,80.2,8.6,88.9,81,829.93,12.3,63.0,24.7,87.7,78,820.92,20.5,60.3,19.2,79.5,81,810.93,33.3,58.0,8.6,66.7,80,793.38,65.0,30.0,5.0,35.0,12,12th,
6710197,HARALSON COUNTY,HARALSON CO M,308,827.19,9.7,70.8,19.5,90.3,302,836.41,8.3,57.0,34.8,91.7,296,832.67,12.2,60.1,27.7,87.8,311,845.33,11.3,40.5,48.2,88.7,311,845.48,13.2,35.0,51.8,86.8,11,11th,
6720399,HARRIS COUNTY,HARRIS CO CAR,373,833.62,4.6,69.7,25.7,95.4,372,842.81,2.7,56.5,40.9,97.3,371,843.65,3.0,56.9,40.2,97.0,378,848.41,7.1,42.3,50.5,92.9,378,846.49,13.8,37.0,49.2,86.2,16,3rd,
6730191,HART COUNTY,HART COUNTY M,232,830.61,6.9,69.4,23.7,93.1,232,838.58,8.6,50.0,41.4,91.4,232,839.71,7.8,57.3,34.9,92.2,232,840.81,13.4,45.7,40.9,86.6,232,861.73,14.7,24.1,61.2,85.3,14,10th,
6730195,HART COUNTY,HART COUNTY A,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,14,10th,
6740102,HEARD COUNTY,HEARD CO MIDD,165,830.80,4.8,69.7,25.5,95.2,163,840.48,4.9,55.8,39.3,95.1,166,839.62,9.0,52.4,38.6,91.0,168,850.39,10.1,41.1,48.8,89.9,168,828.24,27.4,37.5,35.1,72.6,16,3rd,
6750195,HENRY COUNTY,PATRICK HENRY,40,814.95,27.5,65.0,7.5,72.5,32,815.41,25.0,59.4,15.6,75.0,41,809.56,41.5,48.8,9.8,58.5,35,807.60,54.3,31.4,14.3,45.7,35,795.69,62.9,25.7,11.4,37.1,5,3rd,
6750206,HENRY COUNTY,DUTCHTOWN MID,375,832.91,4.3,72.0,23.7,95.7,379,843.80,4.5,49.3,46.2,95.5,376,847.48,6.1,46.5,47.3,93.9,383,831.42,16.4,54.3,29.2,83.6,383,844.59,16.2,37.6,46.2,83.8,5,3rd,
6750213,HENRY COUNTY,LOCUST GROVE,300,833.53,5.3,67.7,27.0,94.7,299,836.76,3.3,64.9,31.8,96.7,295,837.60,4.1,62.0,33.9,95.9,312,830.97,17.3,52.9,29.8,82.7,311,843.50,22.5,32.8,44.7,77.5,5,3rd,
6750215,HENRY COUNTY,HAMPTON MIDDL,265,828.82,7.2,74.0,18.9,92.8,265,837.87,4.5,60.0,35.5,95.5,262,829.37,9.5,66.8,23.7,90.5,270,824.45,18.5,60.7,20.7,81.5,270,828.94,21.9,48.5,29.6,78.1,5,3rd,
6750308,HENRY COUNTY,WOODLAND MIDD,251,831.47,4.0,74.5,21.5,96.0,248,843.07,1.2,56.5,42.3,98.8,246,842.10,6.5,56.9,36.6,93.5,258,836.61,16.3,47.7,36.0,83.7,258,846.67,15.1,36.8,48.1,84.9,5,3rd,
6750394,HENRY COUNTY,EAGLE S LANDI,252,829.37,4.8,73.8,21.4,95.2,258,838.98,7.4,53.5,39.1,92.6,255,834.16,9.8,59.6,30.6,90.2,267,825.64,22.1,50.9,27.0,77.9,267,809.64,41.6,41.6,16.9,58.4,5,3rd,
6750397,HENRY COUNTY,AUSTIN ROAD M,252,830.33,5.6,72.2,22.2,94.4,253,841.32,5.1,54.5,40.3,94.9,251,838.30,5.6,60.6,33.9,94.4,253,836.43,12.6,50.2,37.2,87.4,253,860.66,9.1,30.4,60.5,90.9,5,3rd,
6750507,HENRY COUNTY,OLA MIDDLE SC,372,835.63,1.6,70.2,28.2,98.4,374,843.52,1.3,54.0,44.7,98.7,369,838.91,6.5,59.9,33.6,93.5,381,835.18,15.2,50.1,34.6,84.8,380,842.15,16.1,37.6,46.3,83.9,5,3rd,
6750603,HENRY COUNTY,LUELLA MIDDLE,245,830.63,6.9,71.8,21.2,93.1,245,841.13,3.7,54.3,42.0,96.3,241,840.87,5.4,59.8,34.9,94.6,253,832.92,15.0,53.4,31.6,85.0,252,831.92,22.2,41.7,36.1,77.8,5,3rd,
6750703,HENRY COUNTY,UNION GROVE M,377,837.89,2.1,65.3,32.6,97.9,377,847.81,2.7,47.2,50.1,97.3,376,847.24,4.3,51.6,44.1,95.7,384,847.43,9.4,40.4,50.3,90.6,383,856.80,10.2,30.3,59.5,89.8,5,3rd,
6754050,HENRY COUNTY,HENRY CO MIDD,255,824.25,8.2,82.0,9.8,91.8,252,837.15,5.6,59.1,35.3,94.4,252,825.00,16.7,61.9,21.4,83.3,264,826.64,21.2,54.5,24.2,78.8,263,829.01,25.9,38.4,35.7,74.1,5,3rd,
6755052,HENRY COUNTY,STOCKBRIDGE M,240,826.89,8.8,73.3,17.9,91.3,242,832.44,7.0,64.5,28.5,93.0,239,831.08,10.0,66.5,23.4,90.0,257,831.98,18.3,48.2,33.5,81.7,257,819.75,33.1,42.0,24.9,66.9,5,3rd,
6760105,HOUSTON COUNTY,HUNTINGTON MI,254,829.07,5.9,70.9,23.2,94.1,256,837.76,4.3,60.9,34.8,95.7,254,841.24,5.1,57.1,37.8,94.9,259,837.27,14.7,45.2,40.2,85.3,259,844.71,18.5,31.7,49.8,81.5,8,8th,
6760108,HOUSTON COUNTY,MOSSY CREEK M,221,838.15,4.5,60.2,35.3,95.5,220,845.27,4.1,47.7,48.2,95.9,219,861.44,3.7,33.3,63.0,96.3,224,853.06,8.5,35.3,56.3,91.5,223,879.31,6.7,18.8,74.4,93.3,8,8th,
6760196,HOUSTON COUNTY,FEAGIN MILL M,219,834.75,2.3,69.9,27.9,97.7,219,844.52,1.8,59.4,38.8,98.2,220,848.45,1.8,54.1,44.1,98.2,220,848.89,4.1,42.7,53.2,95.9,220,867.42,2.3,30.5,67.3,97.7,8,8th,
6760200,HOUSTON COUNTY,PERRY MIDDLE,264,827.90,9.1,70.1,20.8,90.9,261,838.22,4.2,59.4,36.4,95.8,259,837.83,4.6,64.9,30.5,95.4,265,838.59,11.3,49.4,39.2,88.7,265,847.38,17.4,30.9,51.7,82.6,8,8th,
6760204,HOUSTON COUNTY,THOMSON MIDDL,266,825.99,10.5,72.2,17.3,89.5,267,835.00,8.6,60.3,31.1,91.4,265,834.29,9.4,62.3,28.3,90.6,267,831.90,19.9,51.7,28.5,80.1,267,837.22,24.3,34.8,40.8,75.7,8,8th,
6760296,HOUSTON COUNTY,BONAIRE MIDDL,275,834.94,6.2,64.0,29.8,93.8,276,842.97,4.7,48.6,46.7,95.3,275,854.52,2.9,45.1,52.0,97.1,275,849.23,5.5,45.1,49.5,94.5,275,868.58,8.0,24.4,67.6,92.0,8,8th,
6761052,HOUSTON COUNTY,NORTHSIDE MID,190,820.83,13.2,76.3,10.5,86.8,190,825.73,15.8,60.0,24.2,84.2,187,827.79,13.9,63.6,22.5,86.1,191,827.30,20.9,50.8,28.3,79.1,190,826.66,27.9,37.9,34.2,72.1,8,8th,
6761058,HOUSTON COUNTY,WATSON CENTER,44,809.95,29.5,61.4,9.1,70.5,44,813.30,31.8,56.8,11.4,68.2,44,806.39,40.9,50.0,9.1,59.1,44,800.43,56.8,36.4,6.8,43.2,43,802.14,58.1,20.9,20.9,41.9,8,8th,
6765056,HOUSTON COUNTY,WARNER ROBINS,255,828.73,8.2,67.8,23.9,91.8,251,837.99,8.4,53.8,37.8,91.6,252,843.03,4.4,58.3,37.3,95.6,258,843.40,12.8,38.8,48.4,87.2,254,845.44,15.7,38.6,45.7,84.3,8,8th,
6770173,IRWIN COUNTY,IRWIN CO MIDD,124,822.45,11.3,74.2,14.5,88.7,126,834.97,7.9,59.5,32.5,92.1,124,832.26,10.5,61.3,28.2,89.5,133,826.09,24.8,47.4,27.8,75.2,133,820.88,33.1,38.3,28.6,66.9,3,8th,
6780109,JACKSON COUNTY,KINGS BRIDGE,133,827.83,5.3,78.9,15.8,94.7,136,836.45,7.4,55.1,37.5,92.6,132,831.93,7.6,71.2,21.2,92.4,138,835.46,17.4,45.7,37.0,82.6,137,839.66,19.0,38.0,43.1,81.0,10,10th,
6780197,JACKSON COUNTY,EAST JACK MID,137,829.92,5.1,74.5,20.4,94.9,137,841.56,1.5,62.8,35.8,98.5,136,835.11,8.1,58.8,33.1,91.9,137,840.44,12.4,51.1,36.5,87.6,136,851.57,9.6,38.2,52.2,90.4,10,10th,
6780297,JACKSON COUNTY,W JACKSON MID,278,835.78,5.4,64.0,30.6,94.6,281,842.81,4.3,50.9,44.8,95.7,277,842.41,8.3,50.5,41.2,91.7,282,854.34,7.1,36.2,56.7,92.9,282,864.63,8.2,24.1,67.7,91.8,10,10th,
6790201,JASPER COUNTY,JASPER CO MID,155,828.28,10.3,71.6,18.1,89.7,156,837.20,7.1,59.0,34.0,92.9,154,831.42,8.4,68.8,22.7,91.6,158,837.80,16.5,46.2,37.3,83.5,158,829.87,19.6,43.0,37.3,80.4,12,8th,
6800111,JEFF DAVIS COUNTY,JEFF DAVIS MI,207,828.56,9.7,71.5,18.8,90.3,206,841.51,7.8,44.2,48.1,92.2,202,844.23,8.4,47.0,44.6,91.6,208,837.54,14.4,46.2,39.4,85.6,208,837.67,22.6,35.6,41.8,77.4,4,1st,
6810296,JEFFERSON COUNTY,LOUISVILLE MI,94,820.26,11.7,78.7,9.6,88.3,96,832.77,9.4,58.3,32.3,90.6,96,851.18,6.3,45.8,47.9,93.8,96,826.58,20.8,55.2,24.0,79.2,96,808.36,46.9,32.3,20.8,53.1,1,12th,
6810396,JEFFERSON COUNTY,WRENS MIDDLE,108,820.25,19.4,67.6,13.0,80.6,109,829.76,11.0,58.7,30.3,89.0,107,837.63,10.3,55.1,34.6,89.7,109,819.07,33.9,45.9,20.2,66.1,109,824.35,35.8,32.1,32.1,64.2,1,12th,
6820101,JENKINS COUNTY,JENKINS CO MI,102,823.30,11.8,73.5,14.7,88.2,102,833.33,8.8,61.8,29.4,91.2,102,825.21,15.7,63.7,20.6,84.3,102,821.88,24.5,55.9,19.6,75.5,101,824.99,32.7,33.7,33.7,67.3,1,12th,
6830101,JOHNSON COUNTY,JOHNSON CO MI,93,821.01,16.1,66.7,17.2,83.9,93,835.94,8.6,57.0,34.4,91.4,93,840.43,9.7,51.6,38.7,90.3,93,822.61,29.0,48.4,22.6,71.0,92,802.79,51.1,34.8,14.1,48.9,12,12th,
6840101,JONES COUNTY,CLIFTON RIDGE,164,823.46,6.1,86.0,7.9,93.9,163,833.66,3.1,72.4,24.5,96.9,161,824.45,7.5,83.9,8.7,92.5,165,831.78,11.5,63.6,24.8,88.5,165,856.72,6.1,33.3,60.6,93.9,8,8th,
6840106,JONES COUNTY,GRAY STATION,275,830.03,5.1,77.5,17.5,94.9,275,841.22,2.5,57.1,40.4,97.5,275,837.90,5.8,61.1,33.1,94.2,279,843.73,8.6,44.4,47.0,91.4,279,853.48,11.8,31.5,56.6,88.2,8,8th,
6850199,LAMAR COUNTY,LAMAR CO MIDD,187,823.37,12.3,72.2,15.5,87.7,188,830.39,9.6,62.2,28.2,90.4,187,832.30,11.8,65.8,22.5,88.2,194,820.29,24.7,55.2,20.1,75.3,194,803.04,56.7,25.8,17.5,43.3,5,3rd,
6860101,LANIER COUNTY,LANIER CO MID,127,825.96,9.4,76.4,14.2,90.6,128,840.95,7.8,52.3,39.8,92.2,127,842.86,10.2,50.4,39.4,89.8,129,838.58,14.7,41.1,44.2,85.3,129,840.11,20.2,38.8,41.1,79.8,3,1st,
6870297,LAURENS COUNTY,EAST LAUREN M,185,823.28,9.7,78.9,11.4,90.3,185,832.26,8.1,68.1,23.8,91.9,185,828.63,15.1,60.0,24.9,84.9,185,820.78,26.5,56.2,17.3,73.5,185,810.70,39.5,40.5,20.0,60.5,6,8th,
6872054,LAURENS COUNTY,W LAURENS MID,303,830.68,6.9,71.9,21.1,93.1,306,845.38,4.9,44.1,51.0,95.1,303,845.12,4.3,55.1,40.6,95.7,306,835.17,15.0,49.7,35.3,85.0,307,844.61,18.2,34.2,47.6,81.8,6,8th,
6880101,LEE COUNTY,LEE COUNTY MI,499,832.75,4.6,70.1,25.3,95.4,496,841.77,4.2,55.8,39.9,95.8,495,841.53,6.7,57.4,36.0,93.3,502,835.81,14.3,48.8,36.9,85.7,500,834.21,20.8,41.2,38.0,79.2,15,2nd,
6890101,LIBERTY COUNTY,MIDWAY MIDDLE,279,825.90,9.7,72.4,17.9,90.3,277,834.84,8.7,61.4,30.0,91.3,278,832.76,14.0,55.0,30.9,86.0,281,835.16,15.7,46.3,38.1,84.3,280,814.03,35.7,43.6,20.7,64.3,4,1st,
6890195,LIBERTY COUNTY,SNELSON GOLDE,274,822.29,12.0,75.5,12.4,88.0,275,830.51,10.9,67.3,21.8,89.1,274,822.95,16.8,67.2,16.1,83.2,276,826.51,18.8,55.8,25.4,81.2,276,810.41,44.9,35.5,19.6,55.1,4,1st,
6890197,LIBERTY COUNTY,LEWIS FRASIER,269,826.79,7.8,75.1,17.1,92.2,271,839.40,4.4,57.6,38.0,95.6,269,839.71,5.9,61.7,32.3,94.1,271,830.86,17.3,54.2,28.4,82.7,269,842.38,16.7,40.1,43.1,83.3,4,1st,
6900101,LINCOLN COUNTY,LINCOLN CO MI,74,835.46,6.8,66.2,27.0,93.2,74,837.78,4.1,62.2,33.8,95.9,71,836.13,5.6,63.4,31.0,94.4,75,844.63,10.7,45.3,44.0,89.3,75,843.77,10.7,41.3,48.0,89.3,1,10th,
6910105,LONG COUNTY,WALKER MIDDLE,208,827.22,12.0,69.2,18.8,88.0,207,837.79,9.7,52.2,38.2,90.3,209,836.33,16.7,51.7,31.6,83.3,208,848.38,11.1,39.4,49.5,88.9,207,841.47,16.4,38.6,44.9,83.6,4,1st,
6920112,LOWNDES COUNTY,PINE GROVE MI,212,835.16,3.8,68.4,27.8,96.2,212,850.75,2.4,40.6,57.1,97.6,208,855.44,2.4,38.5,59.1,97.6,212,850.16,9.9,35.4,54.7,90.1,212,861.69,10.4,28.8,60.8,89.6,3,1st,
6921052,LOWNDES COUNTY,LOWNDES MIDDL,299,830.32,5.7,72.2,22.1,94.3,299,841.09,6.4,52.2,41.5,93.6,295,836.88,7.8,61.0,31.2,92.2,309,838.75,13.6,49.2,37.2,86.4,308,825.98,32.5,36.0,31.5,67.5,3,1st,
6923050,LOWNDES COUNTY,HAHIRA MIDDLE,287,838.55,4.2,63.4,32.4,95.8,287,854.56,3.8,37.3,58.9,96.2,286,847.91,6.6,48.6,44.8,93.4,293,853.90,11.3,33.4,55.3,88.7,293,867.78,11.3,25.6,63.1,88.7,3,1st,
6931050,LUMPKIN COUNTY,LUMPKIN CO MI,282,831.02,8.2,67.0,24.8,91.8,280,841.90,3.6,55.7,40.7,96.4,280,840.03,6.4,56.8,36.8,93.6,287,845.52,13.2,37.6,49.1,86.8,287,848.66,17.1,29.3,53.7,82.9,14,9th,
6940199,MACON COUNTY,MACON CO MIDD,126,818.89,12.7,78.6,8.7,87.3,126,832.19,8.7,62.7,28.6,91.3,125,828.98,10.4,66.4,23.2,89.6,126,817.56,35.7,41.3,23.0,64.3,126,797.19,60.3,29.4,10.3,39.7,2,2nd,
6951052,MADISON COUNTY,MADISON CO MI,325,827.71,9.5,69.2,21.2,90.5,325,835.22,9.2,57.5,33.2,90.8,323,835.77,9.9,58.2,31.9,90.1,322,834.33,17.7,49.1,33.2,82.3,322,843.88,21.7,31.7,46.6,78.3,10,10th,
6960275,MARION COUNTY,MARION COUNTY,82,830.51,14.6,54.9,30.5,85.4,82,836.06,9.8,51.2,39.0,90.2,84,833.13,14.3,56.0,29.8,85.7,84,830.51,22.6,45.2,32.1,77.4,84,828.35,25.0,35.7,39.3,75.0,2,2nd,
6970112,MCDUFFIE COUNTY,THOMSON MCDUF,326,824.13,8.6,78.5,12.9,91.4,326,836.31,6.7,59.2,34.0,93.3,326,833.55,10.7,63.8,25.5,89.3,331,823.02,27.2,49.8,23.0,72.8,331,823.64,35.3,33.2,31.4,64.7,1,10th,
6980101,MCINTOSH COUNTY,MCINTOSH CO M,104,823.66,10.6,76.0,13.5,89.4,103,835.75,8.7,57.3,34.0,91.3,99,842.78,12.1,41.4,46.5,87.9,107,833.62,16.8,52.3,30.8,83.2,107,814.22,38.3,43.0,18.7,61.7,4,1st,
6990207,MERIWETHER COUNTY,GOOD SHEPERD,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,16,3rd,
6990400,MERIWETHER COUNTY,GREENVILLE MI,106,816.42,20.8,73.6,5.7,79.2,105,823.34,7.6,76.2,16.2,92.4,104,821.71,20.2,56.7,23.1,79.8,107,813.89,38.3,47.7,14.0,61.7,107,786.58,67.3,31.8,0.9,32.7,16,3rd,
6995050,MERIWETHER COUNTY,MANCHESTER MI,125,821.11,10.4,75.2,14.4,89.6,128,832.48,5.5,65.6,28.9,94.5,126,837.25,8.7,59.5,31.7,91.3,127,821.50,24.4,55.9,19.7,75.6,130,814.90,39.2,40.0,20.8,60.8,16,3rd,
7000310,MILLER COUNTY,MILLER CO MID,68,828.91,7.4,72.1,20.6,92.6,67,837.48,4.5,62.7,32.8,95.5,67,833.24,4.5,67.2,28.4,95.5,68,829.84,14.7,58.8,26.5,85.3,67,814.82,35.8,44.8,19.4,64.2,15,2nd,
7010105,MITCHELL COUNTY,BACONTON COMM,62,831.63,6.5,67.7,25.8,93.5,61,841.31,3.3,54.1,42.6,96.7,62,837.18,6.5,66.1,27.4,93.5,62,837.40,11.3,51.6,37.1,88.7,62,827.34,21.0,48.4,30.6,79.0,15,2nd,
7010197,MITCHELL COUNTY,MITCHELL CO M,145,820.88,10.3,80.0,9.7,89.7,144,837.10,2.8,66.0,31.3,97.2,143,833.17,4.9,73.4,21.7,95.1,144,823.58,18.1,62.5,19.4,81.9,144,801.69,52.1,38.9,9.0,47.9,15,2nd,
7020177,MONROE COUNTY,BANKS STEPHEN,152,833.88,4.6,67.8,27.6,95.4,152,849.94,2.0,42.8,55.3,98.0,152,846.39,3.3,51.3,45.4,96.7,152,845.49,7.9,44.7,47.4,92.1,152,856.45,5.3,36.2,58.6,94.7,8,8th,
7020305,MONROE COUNTY,WILLIAM M HUB,128,824.63,9.4,78.1,12.5,90.6,128,842.68,7.8,46.1,46.1,92.2,128,844.79,7.0,52.3,40.6,93.0,128,833.41,18.0,44.5,37.5,82.0,128,828.19,29.7,37.5,32.8,70.3,8,8th,
7030101,MONTGOMERY COUNTY,MONTGOMERY CO,82,818.98,12.2,80.5,7.3,87.8,82,829.43,11.0,67.1,22.0,89.0,82,820.93,19.5,64.6,15.9,80.5,82,821.60,26.8,47.6,25.6,73.2,81,799.96,56.8,30.9,12.3,43.2,6,12th,
7045050,MORGAN COUNTY,MORGAN CO MID,264,834.66,4.2,67.0,28.8,95.8,263,848.33,2.7,45.2,52.1,97.3,259,844.01,4.6,54.1,41.3,95.4,268,845.79,8.6,44.0,47.4,91.4,268,862.99,9.7,30.6,59.7,90.3,10,10th,
7050108,MURRAY COUNTY,MOUNTAIN CREE,5,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,5,      --,      --,      --,      --,      --,9,9th,
7050204,MURRAY COUNTY,NEW BAGLEY MI,273,831.92,4.8,72.9,22.3,95.2,271,850.34,2.6,42.1,55.4,97.4,270,841.07,4.4,60.4,35.2,95.6,275,832.14,13.5,57.5,29.1,86.5,274,855.99,9.9,33.6,56.6,90.1,9,9th,
7054050,MURRAY COUNTY,GLADDEN MIDDL,295,829.52,9.5,70.8,19.7,90.5,294,842.03,5.8,52.7,41.5,94.2,288,836.25,8.3,63.5,28.1,91.7,300,846.27,8.0,44.3,47.7,92.0,300,836.53,19.0,43.3,37.7,81.0,9,9th,
7060100,MUSCOGEE COUNTY,MIDLAND MIDDL,252,828.56,11.5,67.5,21.0,88.5,251,841.71,9.6,47.0,43.4,90.4,252,834.97,13.5,56.0,30.6,86.5,251,841.36,12.4,44.2,43.4,87.6,251,831.36,24.7,39.8,35.5,75.3,2,3rd,
7060178,MUSCOGEE COUNTY,FORT MIDDLE S,180,820.24,13.3,76.7,10.0,86.7,180,830.29,10.6,62.8,26.7,89.4,180,817.71,19.4,72.2,8.3,80.6,181,818.24,27.6,52.5,19.9,72.4,184,802.77,45.1,44.0,10.9,54.9,2,2nd,
7060180,MUSCOGEE COUNTY,MARSHALL MIDD,93,814.23,20.4,73.1,6.5,79.6,95,825.29,15.8,62.1,22.1,84.2,93,817.13,23.7,63.4,12.9,76.3,96,806.65,44.8,44.8,10.4,55.2,96,794.69,62.5,32.3,5.2,37.5,2,2nd,
