Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
7250296,SEMINOLE COUNTY,SEMINOLE CO E,128,823.28,21.9,57.0,21.1,78.1,128,831.41,14.1,57.0,28.9,85.9,126,824.10,20.6,61.9,17.5,79.4,130,810.36,39.2,43.1,17.7,60.8,130,806.96,43.8,49.2,6.9,56.2,15,2nd
7260103,SPALDING COUNTY,MORELAND ROAD,63,824.38,17.5,60.3,22.2,82.5,64,824.20,18.8,62.5,18.8,81.3,63,829.14,20.6,46.0,33.3,79.4,64,824.09,28.1,37.5,34.4,71.9,64,814.89,31.3,57.8,10.9,68.8,5,3rd
7260192,SPALDING COUNTY,COWAN ROAD EL,96,825.67,10.4,70.8,18.8,89.6,96,832.46,4.2,76.0,19.8,95.8,99,831.48,11.1,56.6,32.3,88.9,99,807.65,36.4,47.5,16.2,63.6,98,811.11,37.8,58.2,4.1,62.2,5,3rd
7260195,SPALDING COUNTY,JORDAN HILL R,82,839.29,4.9,58.5,36.6,95.1,79,839.23,1.3,67.1,31.6,98.7,77,835.25,6.5,58.4,35.1,93.5,84,834.64,13.1,48.8,38.1,86.9,84,832.64,14.3,48.8,36.9,85.7,5,3rd
7260199,SPALDING COUNTY,FUTRAL ROAD E,98,828.02,10.2,63.3,26.5,89.8,101,832.93,11.9,59.4,28.7,88.1,100,833.70,16.0,51.0,33.0,84.0,101,827.77,27.7,35.6,36.6,72.3,101,808.90,40.6,50.5,8.9,59.4,5,3rd
7261050,SPALDING COUNTY,ANNE STREET E,56,821.14,12.5,73.2,14.3,87.5,55,827.55,3.6,81.8,14.5,96.4,55,822.67,16.4,61.8,21.8,83.6,62,794.24,53.2,41.9,4.8,46.8,62,785.03,82.3,17.7,0.0,17.7,5,3rd
7261052,SPALDING COUNTY,JACKSON ROAD,77,823.32,13.0,71.4,15.6,87.0,78,825.76,12.8,66.7,20.5,87.2,76,827.26,11.8,59.2,28.9,88.2,76,808.78,39.5,42.1,18.4,60.5,76,809.13,36.8,56.6,6.6,63.2,5,3rd
7261550,SPALDING COUNTY,ATKINSON ELEM,55,808.13,29.1,65.5,5.5,70.9,55,818.85,10.9,83.6,5.5,89.1,55,821.40,20.0,63.6,16.4,80.0,57,802.53,43.9,47.4,8.8,56.1,57,796.44,56.1,40.4,3.5,43.9,5,3rd
7261750,SPALDING COUNTY,BEAVERBROOK E,54,825.98,13.0,66.7,20.4,87.0,52,830.40,7.7,75.0,17.3,92.3,52,823.73,17.3,61.5,21.2,82.7,55,809.35,34.5,47.3,18.2,65.5,55,796.69,58.2,40.0,1.8,41.8,5,3rd
7262050,SPALDING COUNTY,CRESCENT ROAD,78,837.99,2.6,59.0,38.5,97.4,78,842.41,3.8,52.6,43.6,96.2,74,836.55,14.9,50.0,35.1,85.1,78,841.32,9.0,48.7,42.3,91.0,78,832.31,17.9,48.7,33.3,82.1,5,3rd
7262552,SPALDING COUNTY,MOORE ELEMENT,42,822.31,9.5,78.6,11.9,90.5,42,834.02,7.1,71.4,21.4,92.9,42,852.36,7.1,33.3,59.5,92.9,42,805.67,35.7,61.9,2.4,64.3,41,810.54,34.1,58.5,7.3,65.9,5,3rd
7264052,SPALDING COUNTY,ORRS ELEMENTA,108,832.97,4.6,62.0,33.3,95.4,108,837.71,1.9,61.1,37.0,98.1,107,844.27,6.5,45.8,47.7,93.5,108,826.06,21.3,51.9,26.9,78.7,108,812.06,31.5,61.1,7.4,68.5,5,3rd
7270187,STEPHENS COUNTY,LIBERTY ELEME,78,837.78,5.1,59.0,35.9,94.9,78,842.51,2.6,55.1,42.3,97.4,75,842.68,6.7,44.0,49.3,93.3,78,842.14,14.1,39.7,46.2,85.9,78,834.44,14.1,46.2,39.7,85.9,14,10th
7270195,STEPHENS COUNTY,BIG A ELEMENT,98,842.63,1.0,55.1,43.9,99.0,100,845.80,1.0,55.0,44.0,99.0,97,836.57,8.2,64.9,26.8,91.8,103,840.92,10.7,42.7,46.6,89.3,103,827.15,17.5,60.2,22.3,82.5,14,10th
7270197,STEPHENS COUNTY,TOCCOA ELEMEN,74,841.82,4.1,51.4,44.6,95.9,74,846.46,2.7,56.8,40.5,97.3,69,839.42,4.3,58.0,37.7,95.7,77,846.32,14.3,36.4,49.4,85.7,77,834.78,10.4,55.8,33.8,89.6,14,10th
7270295,STEPHENS COUNTY,EASTANOLLEE E,71,835.72,2.8,67.6,29.6,97.2,68,841.50,4.4,57.4,38.2,95.6,69,838.23,4.3,62.3,33.3,95.7,71,838.14,5.6,59.2,35.2,94.4,71,836.21,12.7,46.5,40.8,87.3,14,10th
7280192,STEWART COUNTY,STEWART CO EL,34,826.24,11.8,67.6,20.6,88.2,34,832.47,8.8,67.6,23.5,91.2,34,824.26,14.7,61.8,23.5,85.3,34,801.65,52.9,38.2,8.8,47.1,34,792.88,67.6,32.4,0.0,32.4,2,2nd
7290188,SUMTER COUNTY,SUMTER CO ELE,247,822.92,16.6,63.6,19.8,83.4,248,831.96,11.7,60.9,27.4,88.3,249,820.63,27.3,52.6,20.1,72.7,251,806.39,43.8,44.2,12.0,56.2,251,794.44,64.1,31.5,4.4,35.9,2,2nd
7290395,SUMTER COUNTY,SARAH COBB EL,159,819.05,20.8,64.2,15.1,79.2,158,832.26,8.9,65.8,25.3,91.1,159,808.71,41.5,47.8,10.7,58.5,162,804.48,47.5,40.7,11.7,52.5,162,798.17,55.6,40.7,3.7,44.4,2,2nd
7300190,TALBOT COUNTY,CENTRAL ELEME,49,817.06,18.4,65.3,16.3,81.6,49,824.04,14.3,71.4,14.3,85.7,49,801.98,44.9,51.0,4.1,55.1,48,813.94,29.2,50.0,20.8,70.8,48,807.15,39.6,54.2,6.3,60.4,2,2nd
7310102,TALIAFERRO COUNTY,TALIAFERRO SC,16,822.00,18.8,68.8,12.5,81.3,16,829.19,6.3,62.5,31.3,93.8,16,827.25,12.5,68.8,18.8,87.5,16,805.19,31.3,56.3,12.5,68.8,16,800.44,50.0,43.8,6.3,50.0,1,12th
7320301,TATTNALL COUNTY,COLLINS ELEME,52,820.87,15.4,75.0,9.6,84.6,52,826.62,11.5,67.3,21.2,88.5,51,800.25,45.1,52.9,2.0,54.9,53,823.43,22.6,52.8,24.5,77.4,53,809.45,37.7,52.8,9.4,62.3,4,12th
7320501,TATTNALL COUNTY,GLENNVILLE EL,119,823.34,17.6,58.8,23.5,82.4,117,830.73,9.4,62.4,28.2,90.6,116,820.76,22.4,58.6,19.0,77.6,121,811.96,34.7,48.8,16.5,65.3,121,801.72,52.9,43.8,3.3,47.1,4,12th
7320601,TATTNALL COUNTY,REIDSVILLE EL,101,825.00,12.9,60.4,26.7,87.1,101,830.61,10.9,65.3,23.8,89.1,100,810.93,35.0,54.0,11.0,65.0,100,824.58,27.0,45.0,28.0,73.0,100,812.91,38.0,48.0,14.0,62.0,4,12th
7330105,TAYLOR COUNTY,TAYLOR CO UPP,120,822.25,16.7,66.7,16.7,83.3,121,826.17,10.7,76.9,12.4,89.3,120,820.48,25.0,57.5,17.5,75.0,122,822.02,27.9,45.9,26.2,72.1,122,813.13,35.2,52.5,12.3,64.8,2,2nd
7330107,TAYLOR COUNTY,GEORGIA CENTE,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,2,2nd
7340104,TELFAIR COUNTY,TELFAIR CO EL,142,826.97,16.2,57.0,26.8,83.8,142,833.17,8.5,63.4,28.2,91.5,142,834.51,14.8,51.4,33.8,85.2,145,818.51,33.8,40.7,25.5,66.2,144,809.12,41.0,50.0,9.0,59.0,6,1st
7351050,TERRELL COUNTY,CARVER ELEMEN,107,818.19,16.8,71.0,12.1,83.2,108,830.12,9.3,62.0,28.7,90.7,108,831.92,13.0,50.9,36.1,87.0,109,806.78,36.7,53.2,10.1,63.3,109,811.60,33.9,53.2,12.8,66.1,15,2nd
7360205,THOMAS COUNTY,THOMAS CO MID,408,826.87,16.2,58.6,25.2,83.8,412,832.57,11.7,60.0,28.4,88.3,405,815.71,31.1,51.4,17.5,68.9,419,822.94,30.3,37.7,32.0,69.7,416,827.48,25.5,45.4,29.1,74.5,15,2nd
7374050,TIFT COUNTY,OMEGA ELEMENT,50,834.44,6.0,58.0,36.0,94.0,50,844.06,2.0,52.0,46.0,98.0,49,853.84,2.0,46.9,51.0,98.0,51,832.20,17.6,49.0,33.3,82.4,51,826.20,11.8,66.7,21.6,88.2,3,8th
7374052,TIFT COUNTY,MATT WILSON E,293,828.35,13.0,59.7,27.3,87.0,294,834.38,6.5,66.7,26.9,93.5,285,834.80,10.5,54.7,34.7,89.5,299,825.48,26.8,45.8,27.4,73.2,298,813.26,38.3,46.6,15.1,61.7,3,8th
7375050,TIFT COUNTY,CHARLES SPENC,270,826.28,14.8,60.7,24.4,85.2,269,832.90,9.3,62.5,28.3,90.7,268,835.80,15.7,49.6,34.7,84.3,281,816.32,38.4,38.8,22.8,61.6,281,810.65,46.6,37.4,16.0,53.4,3,8th
7380204,TOOMBS COUNTY,LYONS UPPER E,178,821.62,15.2,69.7,15.2,84.8,180,831.42,12.8,56.7,30.6,87.2,177,819.41,28.2,49.7,22.0,71.8,183,822.32,32.2,38.3,29.5,67.8,183,818.91,30.6,50.8,18.6,69.4,4,12th
7384050,TOOMBS COUNTY,TOOMBS CENTRA,74,822.76,12.2,67.6,20.3,87.8,74,826.16,8.1,79.7,12.2,91.9,74,821.77,23.0,55.4,21.6,77.0,74,830.05,23.0,45.9,31.1,77.0,74,818.58,32.4,48.6,18.9,67.6,4,12th
7390103,TOWNS COUNTY,TOWNS CO ELEM,95,836.17,3.2,61.1,35.8,96.8,95,840.09,5.3,58.9,35.8,94.7,94,841.16,10.6,45.7,43.6,89.4,96,841.13,9.4,43.8,46.9,90.6,96,835.95,14.6,50.0,35.4,85.4,14,10th
7402050,TREUTLEN COUNTY,TREUTLEN ELEM,98,833.09,10.2,55.1,34.7,89.8,98,837.36,11.2,52.0,36.7,88.8,97,837.22,15.5,45.4,39.2,84.5,98,828.11,23.5,42.9,33.7,76.5,98,823.27,25.5,48.0,26.5,74.5,6,12th
7410109,TROUP COUNTY,CALLAWAY ELEM,87,841.00,6.9,54.0,39.1,93.1,87,843.61,5.7,49.4,44.8,94.3,89,840.20,13.5,48.3,38.2,86.5,92,841.89,19.6,31.5,48.9,80.4,90,840.46,17.8,37.8,44.4,82.2,16,3rd
7410187,TROUP COUNTY,WEST POINT EL,70,830.53,10.0,62.9,27.1,90.0,70,841.70,2.9,64.3,32.9,97.1,69,822.83,14.5,62.3,23.2,85.5,71,827.90,28.2,35.2,36.6,71.8,71,831.35,16.9,54.9,28.2,83.1,16,3rd
7410189,TROUP COUNTY,LONG CANE ELE,80,844.35,2.5,47.5,50.0,97.5,80,853.40,1.3,41.3,57.5,98.8,80,847.78,11.3,36.3,52.5,88.8,80,847.19,11.3,38.8,50.0,88.8,80,844.31,11.3,46.3,42.5,88.8,16,3rd
7410194,TROUP COUNTY,HOLLIS HAND E,65,836.40,15.4,40.0,44.6,84.6,65,842.80,9.2,41.5,49.2,90.8,64,850.63,7.8,43.8,48.4,92.2,66,838.47,27.3,21.2,51.5,72.7,66,832.23,24.2,30.3,45.5,75.8,16,3rd
7410205,TROUP COUNTY,FRANKLIN FORE,73,840.86,6.8,46.6,46.6,93.2,72,848.08,4.2,41.7,54.2,95.8,72,855.89,5.6,38.9,55.6,94.4,76,845.12,17.1,34.2,48.7,82.9,76,842.79,10.5,39.5,50.0,89.5,16,3rd
7410397,TROUP COUNTY,HOGANSVILLE E,53,823.83,17.0,64.2,18.9,83.0,52,833.27,7.7,69.2,23.1,92.3,51,828.71,19.6,47.1,33.3,80.4,54,818.24,31.5,51.9,16.7,68.5,54,815.50,33.3,48.1,18.5,66.7,16,3rd
7410497,TROUP COUNTY,WHITESVILLE R,52,827.67,17.3,53.8,28.8,82.7,54,839.00,14.8,38.9,46.3,85.2,53,856.91,9.4,28.3,62.3,90.6,55,815.87,30.9,41.8,27.3,69.1,55,819.36,29.1,52.7,18.2,70.9,16,3rd
7410597,TROUP COUNTY,ETHEL KIGHT M,64,838.41,3.1,54.7,42.2,96.9,64,844.25,3.1,54.7,42.2,96.9,63,842.46,14.3,47.6,38.1,85.7,65,840.68,13.8,38.5,47.7,86.2,65,831.89,18.5,50.8,30.8,81.5,16,3rd
7410697,TROUP COUNTY,WEST SIDE MAG,78,843.59,2.6,44.9,52.6,97.4,78,851.27,7.7,38.5,53.8,92.3,77,871.82,1.3,24.7,74.0,98.7,78,841.79,12.8,41.0,46.2,87.2,78,839.50,10.3,52.6,37.2,89.7,16,3rd
7411054,TROUP COUNTY,UNITY ELEMENT,50,819.46,14.0,70.0,16.0,86.0,49,825.27,16.3,69.4,14.3,83.7,48,810.67,29.2,62.5,8.3,70.8,52,803.15,46.2,38.5,15.4,53.8,52,802.56,50.0,48.1,1.9,50.0,16,3rd
7413050,TROUP COUNTY,HILLCREST ELE,59,846.25,0.0,54.2,45.8,100.0,59,850.12,0.0,52.5,47.5,100.0,59,871.66,1.7,22.0,76.3,98.3,59,843.25,10.2,40.7,49.2,89.8,59,837.54,8.5,50.8,40.7,91.5,16,3rd
7414050,TROUP COUNTY,MOUNTVILLE EL,43,833.70,2.3,62.8,34.9,97.7,43,836.63,7.0,55.8,37.2,93.0,41,830.51,7.3,65.9,26.8,92.7,44,835.55,22.7,36.4,40.9,77.3,44,826.98,22.7,50.0,27.3,77.3,16,3rd
7414052,TROUP COUNTY,CANNON STREET,25,816.60,20.0,64.0,16.0,80.0,25,821.92,20.0,76.0,4.0,80.0,23,826.43,17.4,56.5,26.1,82.6,25,799.56,52.0,44.0,4.0,48.0,25,802.80,44.0,52.0,4.0,56.0,16,3rd
7415050,TROUP COUNTY,ROSEMONT ELEM,65,845.55,0.0,47.7,52.3,100.0,65,847.88,0.0,53.8,46.2,100.0,65,865.92,3.1,24.6,72.3,96.9,65,850.06,9.2,32.3,58.5,90.8,65,845.95,3.1,52.3,44.6,96.9,16,3rd
7415052,TROUP COUNTY,BERTA WEATHER,58,823.84,12.1,72.4,15.5,87.9,58,830.69,5.2,75.9,19.0,94.8,56,835.63,5.4,58.9,35.7,94.6,59,816.47,28.8,52.5,18.6,71.2,59,816.83,15.3,74.6,10.2,84.7,16,3rd
7420196,TURNER COUNTY,TURNER CO ELE,121,820.63,20.7,61.2,18.2,79.3,120,826.79,14.2,60.8,25.0,85.8,120,819.98,25.0,53.3,21.7,75.0,123,812.02,42.3,35.0,22.8,57.7,123,804.33,48.0,41.5,10.6,52.0,3,2nd
7430207,TWIGGS COUNTY,TWIGGS MIDDLE,71,816.00,21.1,60.6,18.3,78.9,71,820.17,23.9,54.9,21.1,76.1,73,796.79,49.3,41.1,9.6,50.7,72,815.22,37.5,34.7,27.8,62.5,72,810.54,38.9,45.8,15.3,61.1,8,8th
7440103,UNION COUNTY,UNION CO ELEM,209,840.17,3.3,57.4,39.2,96.7,211,843.26,2.4,57.8,39.8,97.6,210,846.33,6.2,48.1,45.7,93.8,214,849.13,9.3,36.0,54.7,90.7,214,827.29,11.7,66.4,22.0,88.3,14,9th
7443050,UNION COUNTY,WOODY GAP HIG,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,14,9th
7450295,THOMASTON UPSON COUN,UPSON LEE NOR,360,833.62,9.2,57.8,33.1,90.8,361,841.58,5.0,57.9,37.1,95.0,360,841.34,11.1,48.1,40.8,88.9,363,840.30,16.8,38.6,44.6,83.2,363,830.21,18.7,51.5,29.8,81.3,5,3rd
7460100,WALKER COUNTY,ROCK SPRING E,55,836.51,3.6,56.4,40.0,96.4,55,837.29,1.8,67.3,30.9,98.2,54,834.56,16.7,51.9,31.5,83.3,57,824.47,26.3,33.3,40.4,73.7,57,812.93,33.3,54.4,12.3,66.7,11,9th
7460194,WALKER COUNTY,ROSSVILLE ELE,68,835.24,4.4,64.7,30.9,95.6,63,835.78,3.2,71.4,25.4,96.8,66,834.65,10.6,53.0,36.4,89.4,75,815.60,29.3,45.3,25.3,70.7,75,810.80,34.7,58.7,6.7,65.3,11,9th
7460195,WALKER COUNTY,GILBERT ELEME,68,827.91,7.4,73.5,19.1,92.6,67,847.31,0.0,55.2,44.8,100.0,67,841.28,3.0,52.2,44.8,97.0,70,829.56,11.4,55.7,32.9,88.6,70,831.89,17.1,51.4,31.4,82.9,11,9th
7460199,WALKER COUNTY,CHEROKEE RIDG,144,835.00,6.9,57.6,35.4,93.1,142,838.86,4.2,62.7,33.1,95.8,142,847.49,8.5,44.4,47.2,91.5,147,834.18,20.4,40.8,38.8,79.6,147,826.71,20.4,54.4,25.2,79.6,11,9th
7460200,WALKER COUNTY,NORTH LAFAYET,82,844.83,2.4,50.0,47.6,97.6,80,836.19,1.3,70.0,28.8,98.8,80,845.85,5.0,52.5,42.5,95.0,83,853.66,6.0,34.9,59.0,94.0,83,842.43,6.0,47.0,47.0,94.0,11,9th
7462052,WALKER COUNTY,FAIRYLAND ELE,41,844.34,0.0,56.1,43.9,100.0,41,846.32,4.9,48.8,46.3,95.1,40,841.60,5.0,50.0,45.0,95.0,41,841.02,7.3,43.9,48.8,92.7,41,841.15,7.3,56.1,36.6,92.7,11,9th
7462056,WALKER COUNTY,NAOMI ELEMENT,67,836.55,1.5,59.7,38.8,98.5,67,844.78,4.5,43.3,52.2,95.5,67,830.55,10.4,59.7,29.9,89.6,67,846.96,3.0,50.7,46.3,97.0,67,844.10,4.5,47.8,47.8,95.5,11,9th
7464050,WALKER COUNTY,CHATTANOOGA E,103,840.66,11.7,42.7,45.6,88.3,99,843.86,3.0,54.5,42.4,97.0,95,833.84,22.1,50.5,27.4,77.9,105,835.87,15.2,45.7,39.0,84.8,105,824.80,24.8,54.3,21.0,75.2,11,9th
7465052,WALKER COUNTY,STONE CREEK E,64,834.30,4.7,62.5,32.8,95.3,61,841.16,1.6,60.7,37.7,98.4,60,848.52,3.3,50.0,46.7,96.7,65,832.95,20.0,44.6,35.4,80.0,64,829.02,17.2,54.7,28.1,82.8,11,9th
7470101,WALTON COUNTY,ATHA ROAD ELE,110,832.02,9.1,60.0,30.9,90.9,114,836.45,7.0,62.3,30.7,93.0,112,853.63,4.5,42.9,52.7,95.5,117,831.79,27.4,31.6,41.0,72.6,117,810.22,39.3,47.9,12.8,60.7,10,7th
7470105,WALTON COUNTY,MONROE ELEMEN,117,824.35,18.8,58.1,23.1,81.2,116,833.58,12.9,56.9,30.2,87.1,116,837.94,9.5,50.9,39.7,90.5,121,812.02,38.8,37.2,24.0,61.2,120,803.33,45.8,45.8,8.3,54.2,10,7th
7470108,WALTON COUNTY,SHARON ELEMEN,130,849.32,3.8,36.9,59.2,96.2,129,855.87,1.6,38.0,60.5,98.4,129,879.19,0.8,22.5,76.7,99.2,130,853.19,8.5,34.6,56.9,91.5,130,840.88,8.5,48.5,43.1,91.5,10,7th
7470176,WALTON COUNTY,BAY CREEK ELE,127,844.76,3.1,50.4,46.5,96.9,127,850.78,3.1,40.2,56.7,96.9,127,870.33,2.4,24.4,73.2,97.6,129,840.77,12.4,41.1,46.5,87.6,129,822.20,17.1,64.3,18.6,82.9,10,7th
7470191,WALTON COUNTY,LOGANVILLE EL,117,840.32,4.3,53.0,42.7,95.7,119,844.91,5.9,43.7,50.4,94.1,122,852.31,4.9,41.0,54.1,95.1,123,840.25,15.4,38.2,46.3,84.6,121,832.68,13.2,53.7,33.1,86.8,10,7th
7470195,WALTON COUNTY,WALNUT GROVE,79,831.77,6.3,65.8,27.8,93.7,78,839.44,2.6,62.8,34.6,97.4,75,844.52,4.0,53.3,42.7,96.0,87,820.30,23.0,52.9,24.1,77.0,86,812.09,30.2,61.6,8.1,69.8,10,7th
7470202,WALTON COUNTY,YOUTH ELEMENT,128,847.68,1.6,44.5,53.9,98.4,129,851.43,2.3,48.1,49.6,97.7,128,847.30,3.9,44.5,51.6,96.1,129,852.65,7.8,40.3,51.9,92.2,129,832.39,14.0,54.3,31.8,86.0,10,7th
7471052,WALTON COUNTY,BLAINE ST ELE,109,834.58,10.1,54.1,35.8,89.9,111,839.44,7.2,56.8,36.0,92.8,111,847.60,8.1,43.2,48.6,91.9,114,815.26,36.8,39.5,23.7,63.2,114,816.07,36.0,42.1,21.9,64.0,10,7th
7472052,WALTON COUNTY,WALKER PARK E,112,838.02,4.5,57.1,38.4,95.5,113,851.62,2.7,36.3,61.1,97.3,114,846.30,10.5,39.5,50.0,89.5,119,832.02,22.7,33.6,43.7,77.3,118,822.74,23.7,55.1,21.2,76.3,10,7th
7480196,WARE COUNTY,WILLIAMS HEIG,65,840.94,3.1,53.8,43.1,96.9,65,850.25,3.1,46.2,50.8,96.9,65,859.52,3.1,30.8,66.2,96.9,65,843.86,15.4,33.8,50.8,84.6,65,837.28,20.0,47.7,32.3,80.0,13,1st
7480296,WARE COUNTY,CENTER ELEMEN,69,832.77,8.7,55.1,36.2,91.3,69,846.77,2.9,46.4,50.7,97.1,69,852.28,5.8,44.9,49.3,94.2,69,834.33,18.8,46.4,34.8,81.2,69,831.32,20.3,49.3,30.4,79.7,13,1st
7480396,WARE COUNTY,RUSKIN ELEMEN,75,828.91,2.7,76.0,21.3,97.3,75,838.01,1.3,69.3,29.3,98.7,74,848.97,2.7,48.6,48.6,97.3,76,838.87,17.1,38.2,44.7,82.9,76,834.79,18.4,43.4,38.2,81.6,13,1st
7483050,WARE COUNTY,MEMORIAL DRIV,58,840.03,3.4,55.2,41.4,96.6,58,852.26,1.7,39.7,58.6,98.3,58,863.60,1.7,27.6,70.7,98.3,58,843.12,10.3,53.4,36.2,89.7,58,828.43,8.6,69.0,22.4,91.4,13,1st
7483052,WARE COUNTY,WARESBORO ELE,63,832.89,4.8,61.9,33.3,95.2,63,840.73,4.8,61.9,33.3,95.2,63,841.95,6.3,50.8,42.9,93.7,65,823.14,32.3,35.4,32.3,67.7,65,807.26,36.9,56.9,6.2,63.1,13,1st
7485050,WARE COUNTY,WACONA ELEMEN,105,839.90,2.9,51.4,45.7,97.1,105,848.34,1.0,52.4,46.7,99.0,105,843.78,9.5,42.9,47.6,90.5,107,834.22,16.8,45.8,37.4,83.2,107,820.69,28.0,50.5,21.5,72.0,13,1st
7493050,WARREN COUNTY,FREEMAN ELEME,58,817.50,13.8,77.6,8.6,86.2,58,821.14,19.0,69.0,12.1,81.0,58,819.29,22.4,60.3,17.2,77.6,58,806.71,41.4,44.8,13.8,58.6,58,803.93,50.0,41.4,8.6,50.0,1,12th
7504050,WASHINGTON COUNTY,RIDGE RD ELEM,224,828.13,15.2,56.7,28.1,84.8,222,836.04,9.0,60.4,30.6,91.0,219,826.84,25.6,44.3,30.1,74.4,229,815.91,31.9,48.0,20.1,68.1,228,820.43,29.8,49.6,20.6,70.2,12,12th
7510394,WAYNE COUNTY,MARTHA RAWLS,93,830.91,10.8,61.3,28.0,89.2,94,837.46,9.6,53.2,37.2,90.4,94,847.14,11.7,39.4,48.9,88.3,97,830.11,24.7,41.2,34.0,75.3,97,818.86,30.9,46.4,22.7,69.1,4,1st
7510494,WAYNE COUNTY,BACON ELEMENT,117,829.52,8.5,62.4,29.1,91.5,117,836.97,7.7,61.5,30.8,92.3,115,835.30,14.8,47.8,37.4,85.2,118,833.29,19.5,43.2,37.3,80.5,118,816.48,30.5,55.1,14.4,69.5,4,1st
7511050,WAYNE COUNTY,JESUP ELEMENT,73,828.64,12.3,57.5,30.1,87.7,74,832.61,6.8,68.9,24.3,93.2,74,830.30,21.6,45.9,32.4,78.4,76,817.12,35.5,36.8,27.6,64.5,77,812.78,42.9,39.0,18.2,57.1,4,1st
7511052,WAYNE COUNTY,SCREVEN ELEME,42,828.81,7.1,64.3,28.6,92.9,43,836.19,11.6,46.5,41.9,88.4,41,827.37,19.5,53.7,26.8,80.5,43,824.65,34.9,30.2,34.9,65.1,43,819.91,27.9,48.8,23.3,72.1,4,1st
7513050,WAYNE COUNTY,ODUM ELEMENTA,75,840.07,5.3,53.3,41.3,94.7,75,850.81,5.3,44.0,50.7,94.7,76,844.49,11.8,43.4,44.7,88.2,76,852.28,7.9,38.2,53.9,92.1,76,841.08,7.9,53.9,38.2,92.1,4,1st
7520104,WEBSTER COUNTY,WEBSTER COUNT,38,821.87,15.8,60.5,23.7,84.2,38,829.79,7.9,68.4,23.7,92.1,38,825.71,13.2,65.8,21.1,86.8,38,830.39,28.9,31.6,39.5,71.1,38,808.29,36.8,55.3,7.9,63.2,2,2nd
7531052,WHEELER COUNTY,WHEELER CO EL,68,828.00,10.3,67.6,22.1,89.7,68,831.63,10.3,66.2,23.5,89.7,68,829.54,16.2,55.9,27.9,83.8,69,830.14,21.7,47.8,30.4,78.3,69,820.12,29.0,49.3,21.7,71.0,6,1st
7540100,WHITE COUNTY,WHITE CO INT,131,842.49,5.3,48.1,46.6,94.7,135,847.64,3.0,51.1,45.9,97.0,133,845.10,10.5,39.8,49.6,89.5,136,854.47,9.6,33.1,57.4,90.4,136,841.91,10.3,43.4,46.3,89.7,14,9th
7540104,WHITE COUNTY,MOUNT YONAH E,82,840.46,7.3,51.2,41.5,92.7,82,852.83,1.2,43.9,54.9,98.8,83,846.51,6.0,48.2,45.8,94.0,83,852.14,7.2,38.6,54.2,92.8,83,833.05,13.3,54.2,32.5,86.7,14,9th
7540109,WHITE COUNTY,MOSSY CREEK E,75,833.48,9.3,57.3,33.3,90.7,74,840.82,6.8,52.7,40.5,93.2,74,832.51,14.9,55.4,29.7,85.1,76,830.45,23.7,38.2,38.2,76.3,76,820.03,26.3,51.3,22.4,73.7,14,9th
7550199,WHITFIELD COUNTY,NEW HOPE ELEM,91,833.65,8.8,63.7,27.5,91.2,92,838.97,6.5,59.8,33.7,93.5,87,838.69,14.9,46.0,39.1,85.1,93,823.77,18.3,54.8,26.9,81.7,93,817.34,23.7,63.4,12.9,76.3,9,9th
7550206,WHITFIELD COUNTY,BEAVERDALE EL,62,834.31,4.8,58.1,37.1,95.2,63,832.56,4.8,71.4,23.8,95.2,61,826.72,13.1,62.3,24.6,86.9,67,827.21,14.9,50.7,34.3,85.1,67,818.06,26.9,56.7,16.4,73.1,9,9th
7550211,WHITFIELD COUNTY,CEDAR RIDGE E,82,822.26,13.4,70.7,15.9,86.6,82,823.40,11.0,73.2,15.9,89.0,82,805.13,40.2,52.4,7.3,59.8,84,818.25,26.2,54.8,19.0,73.8,84,812.68,34.5,57.1,8.3,65.5,9,9th
7551050,WHITFIELD COUNTY,ANTIOCH ELEME,70,823.64,7.1,77.1,15.7,92.9,70,824.79,10.0,70.0,20.0,90.0,71,809.58,31.0,59.2,9.9,69.0,73,812.03,30.1,60.3,9.6,69.9,72,800.82,44.4,55.6,0.0,55.6,9,9th
